"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-35.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node35_128.110.153.180_direct::rf8_s1_cluster4_dstat.csv",,,,"Date:","11 Dec 2019 18:16:23 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 18:16:23,0.774,0.182,99.041,0.003,0,589758464,64397123584,229601280,2039496704,3372.176,374944.627,0.261,5.318,0,0,16.365,16.739,16.646,437.010,5223.693,0,3221221376,6,9,0,0,0
11-12 18:16:24,0,0.688,99.312,0,0,588025856,64669491200,229601280,1774256128,0,0,0,0,1872,2377,0,0,0,369,394,0,3221221376,6,8,0,0,0
11-12 18:16:25,1.127,0.438,98.435,0,0,592977920,64664539136,229601280,1774264320,0,0,0,0,4692,3629,0,0,0,637,557,0,3221221376,6,9,0,0,0
11-12 18:16:26,0.312,0.250,99.438,0,0,589185024,64668520448,229601280,1774067712,0,0,0,0,1660,2289,0,0,0,378,384,0,3221221376,6,8,0,0,0
11-12 18:16:27,0,0.063,99.937,0,0,589049856,64668655616,229601280,1774067712,0,4243456,0,796,707,334,0,0,0,455,133,0,3221221376,6,8,0,0,0
11-12 18:16:28,0,0.063,99.937,0,0,589049856,64668655616,229601280,1774067712,0,0,0,0,915,342,0,0,0,83,138,0,3221221376,6,8,0,0,0
11-12 18:16:29,0,0.063,99.937,0,0,589049856,64668655616,229601280,1774067712,0,0,0,0,759,334,0,0,0,64,101,0,3221221376,6,8,0,0,0
11-12 18:16:30,0,0.125,99.875,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,246,334,0,0,0,70,115,0,3221221376,6,8,0,0,0
11-12 18:16:31,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,639,334,0,0,0,62,104,0,3221221376,6,8,0,0,0
11-12 18:16:32,0,0.062,99.875,0.062,0,589041664,64668663808,229601280,1774067712,0,24576,0,4,1680,334,0,0,0,103,158,0,3221221376,6,8,0,0,0
11-12 18:16:33,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,819,342,0,0,0,70,102,0,3221221376,6,8,0,0,0
11-12 18:16:34,0,0.062,99.938,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,366,334,0,0,0,58,99,0,3221221376,6,8,0,0,0
11-12 18:16:35,0.062,0.125,99.813,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,365,334,0,0,0,63,97,0,3221221376,6,8,0,0,0
11-12 18:16:36,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,366,334,0,0,0,72,121,0,3221221376,6,8,0,0,0
11-12 18:16:37,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,305,334,0,0,0,57,95,0,3221221376,6,8,0,0,0
11-12 18:16:38,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,24576,0,4,126,334,0,0,0,66,111,0,3221221376,6,8,0,0,0
11-12 18:16:39,0,0.062,99.938,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,665,342,0,0,0,63,95,0,3221221376,6,8,0,0,0
11-12 18:16:40,0,0.125,99.875,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,426,334,0,0,0,75,124,0,3221221376,6,8,0,0,0
11-12 18:16:41,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,770,334,0,0,0,64,99,0,3221221376,6,8,0,0,0
11-12 18:16:42,0,0.062,99.938,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,708,334,0,0,0,64,99,0,3221221376,6,8,0,0,0
11-12 18:16:43,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,545,394,0,0,0,63,95,0,3221221376,6,8,0,0,0
11-12 18:16:44,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,24576,0,4,186,334,0,0,0,79,133,0,3221221376,6,8,0,0,0
11-12 18:16:45,0,0.125,99.875,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,725,342,0,0,0,69,96,0,3221221376,6,8,0,0,0
11-12 18:16:46,0,0.063,99.937,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,426,334,0,0,0,57,91,0,3221221376,6,8,0,0,0
11-12 18:16:47,0,0.062,99.938,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,767,334,0,0,0,65,102,0,3221221376,6,8,0,0,0
11-12 18:16:48,0,0.125,99.875,0,0,589041664,64668663808,229601280,1774067712,0,0,0,0,306,334,0,0,0,73,125,0,3221221376,6,8,0,0,0
11-12 18:16:49,0,0.063,99.937,0,0,589037568,64668663808,229601280,1774071808,0,0,0,0,305,334,0,0,0,59,97,0,3221221376,6,8,0,0,0
11-12 18:16:50,0,0.062,99.875,0.062,0,589033472,64668663808,229605376,1774071808,0,49152,0,6,640,334,0,0,0,74,115,0,3221221376,6,8,0,0,0
11-12 18:16:51,0,0.063,99.937,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,760,342,0,0,0,66,101,0,3221221376,6,8,0,0,0
11-12 18:16:52,0,0.063,99.937,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,366,334,0,0,0,73,127,0,3221221376,6,8,0,0,0
11-12 18:16:53,0,0.125,99.875,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,879,334,0,0,0,70,105,0,3221221376,6,8,0,0,0
11-12 18:16:54,0,0.062,99.938,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,486,334,0,0,0,61,93,0,3221221376,6,8,0,0,0
11-12 18:16:55,0,0.063,99.937,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,519,334,0,0,0,67,110,0,3221221376,6,8,0,0,0
11-12 18:16:56,0,0.063,99.937,0,0,589033472,64668663808,229605376,1774071808,0,24576,0,4,246,334,0,0,0,79,131,0,3221221376,6,8,0,0,0
11-12 18:16:57,0,0.063,99.937,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,1169,342,0,0,0,72,105,0,3221221376,6,8,0,0,0
11-12 18:16:58,0,0.125,99.875,0,0,589033472,64668663808,229605376,1774071808,0,16384,0,2,366,334,0,0,0,62,95,0,3221221376,6,8,0,0,0
11-12 18:16:59,0,0.063,99.937,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,485,342,0,0,0,63,93,0,3221221376,6,8,0,0,0
11-12 18:17:00,0,0.063,99.937,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,306,334,0,0,0,72,124,0,3221221376,6,8,0,0,0
11-12 18:17:01,0,0.062,99.938,0,0,589033472,64668663808,229605376,1774071808,0,0,0,0,639,334,0,0,0,63,103,0,3221221376,6,8,0,0,0
11-12 18:17:02,0,0.188,99.750,0.062,0,589049856,64668647424,229605376,1774071808,0,24576,0,4,246,334,0,0,0,121,176,0,3221221376,6,8,0,0,0
11-12 18:17:03,0,0.063,99.937,0,0,589049856,64668647424,229605376,1774071808,0,8192,0,2,819,342,0,0,0,68,103,0,3221221376,6,8,0,0,0
11-12 18:17:04,1.250,0.500,98.250,0,0,595595264,64662102016,229605376,1774075904,0,0,0,0,4351,3563,0,0,0,562,498,0,3221221376,6,9,0,0,0
11-12 18:17:05,0.689,0.313,98.997,0,0,590307328,64667389952,229605376,1774071808,0,0,0,0,4828,5152,0,0,0,667,594,0,3221221376,6,9,0,0,0
11-12 18:17:06,1.439,0.501,98.060,0,0,589492224,64668192768,229605376,1774080000,0,0,0,0,3108,2981,0,0,0,820,787,0,3221221376,6,8,0,0,0
11-12 18:17:07,0.063,0,99.937,0,0,589492224,64668192768,229605376,1774080000,0,0,0,0,485,350,0,0,0,55,91,0,3221221376,6,8,0,0,0
11-12 18:17:08,0,0.125,99.875,0,0,589492224,64668192768,229605376,1774080000,0,163840,0,8,246,394,0,0,0,84,139,0,3221221376,6,8,0,0,0
11-12 18:17:09,0,0.063,99.937,0,0,589492224,64668192768,229605376,1774075904,0,0,0,0,545,342,0,0,0,61,97,0,3221221376,6,8,0,0,0
11-12 18:17:10,0,0.062,99.938,0,0,589492224,64668192768,229605376,1774075904,0,0,0,0,366,334,0,0,0,58,98,0,3221221376,6,8,0,0,0
11-12 18:17:11,0,0.063,99.937,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,650,334,0,0,0,67,109,0,3221221376,6,8,0,0,0
11-12 18:17:12,0,0.063,99.937,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,580,334,0,0,0,96,131,0,3221221376,6,8,0,0,0
11-12 18:17:13,0,0.125,99.875,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,1274,334,0,0,0,92,110,0,3221221376,6,8,0,0,0
11-12 18:17:14,0,0.063,99.937,0,0,589484032,64668200960,229605376,1774075904,0,24576,0,4,546,334,0,0,0,93,103,0,3221221376,6,8,0,0,0
11-12 18:17:15,0,0.063,99.937,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,887,342,0,0,0,79,107,0,3221221376,6,8,0,0,0
11-12 18:17:16,0,0.125,99.875,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,1221,466,0,0,0,89,130,0,3221221376,6,8,0,0,0
11-12 18:17:17,0,0.063,99.937,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,1187,334,0,0,0,70,97,0,3221221376,6,8,0,0,0
11-12 18:17:18,0,0.062,99.938,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,246,334,0,0,0,56,95,0,3221221376,6,8,0,0,0
11-12 18:17:19,0,0.063,99.937,0,0,589484032,64668200960,229605376,1774075904,0,0,0,0,305,334,0,0,0,59,99,0,3221221376,6,8,0,0,0
11-12 18:17:20,0,0.062,99.875,0.062,0,589484032,64668200960,229605376,1774075904,0,24576,0,4,486,334,0,0,0,84,133,0,3221221376,6,8,0,0,0
11-12 18:17:21,0,0.125,99.875,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,425,342,0,0,0,59,94,0,3221221376,6,8,0,0,0
11-12 18:17:22,0,0.062,99.938,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,820,334,0,0,0,66,99,0,3221221376,6,8,0,0,0
11-12 18:17:23,0,0.063,99.937,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,365,334,0,0,0,58,95,0,3221221376,6,8,0,0,0
11-12 18:17:24,0,0.063,99.937,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,486,334,0,0,0,77,127,0,3221221376,6,8,0,0,0
11-12 18:17:25,0,0.125,99.875,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,497,728,0,0,0,76,109,0,3221221376,6,8,0,0,0
11-12 18:17:26,0,0.063,99.937,0,0,589479936,64668200960,229605376,1774080000,0,49152,0,6,426,438,0,0,0,72,107,0,3221221376,6,8,0,0,0
11-12 18:17:27,0,0.063,99.937,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,305,342,0,0,0,56,95,0,3221221376,6,8,0,0,0
11-12 18:17:28,0,0.063,99.937,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,708,334,0,0,0,79,129,0,3221221376,6,8,0,0,0
11-12 18:17:29,0,0.125,99.875,0,0,589479936,64668200960,229605376,1774080000,0,16384,0,2,305,334,0,0,0,69,103,0,3221221376,6,8,0,0,0
11-12 18:17:30,0,0.063,99.937,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,246,342,0,0,0,63,99,0,3221221376,6,8,0,0,0
11-12 18:17:31,0,0.063,99.937,0,0,589479936,64668200960,229605376,1774080000,0,0,0,0,760,334,0,0,0,65,101,0,3221221376,6,8,0,0,0
11-12 18:17:32,0,0.063,99.937,0,0,589471744,64668200960,229613568,1774080000,0,24576,0,4,914,334,0,0,0,134,163,0,3221221376,6,8,0,0,0
11-12 18:17:33,0,0.063,99.937,0,0,589471744,64668200960,229613568,1774080000,0,0,0,0,377,684,0,0,0,59,93,0,3221221376,6,8,0,0,0
11-12 18:17:34,0,0.125,99.875,0,0,589471744,64668200960,229613568,1774080000,0,1269760,0,278,588,334,0,0,0,200,97,0,3221221376,6,8,0,0,0
11-12 18:17:35,0,0.063,99.937,0,0,589471744,64668200960,229613568,1774080000,0,0,0,0,699,342,0,0,0,79,113,0,3221221376,6,8,0,0,0
11-12 18:17:36,0,0.062,99.938,0,0,589471744,64668200960,229613568,1774080000,0,0,0,0,246,334,0,0,0,75,129,0,3221221376,6,8,0,0,0
11-12 18:17:37,0,0.125,99.875,0,0,589471744,64668200960,229613568,1774080000,0,0,0,0,1601,334,0,0,0,80,113,0,3221221376,6,8,0,0,0
