"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-20.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output direct_128.110.153.188_dstat_traffic_gen.csv",,,,"Date:","04 Dec 2019 18:51:45 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
04-12 18:51:45,1.755,0.801,97.442,0.002,0,865017856,65323356160,204320768,909733888,1266.488,111164.076,0.064,3.995,0,0,29.623,29.166,28.886,705.196,3362.601,0,3221221376,7,10,0,0,0
04-12 18:51:46,0.125,0.125,99.750,0,0,863670272,65324720128,204320768,909717504,0,0,0,0,2051,2702,0,0,0,328,399,0,3221221376,7,9,0,0,0
04-12 18:51:47,1.562,0.625,97.812,0,0,865972224,65322409984,204320768,909725696,0,0,0,0,4573,4146,0,0,0,738,652,0,3221221376,7,10,0,0,0
04-12 18:51:48,0.125,0.125,99.750,0,0,865423360,65322954752,204320768,909729792,0,1597440,0,336,18089,3560,0,0,0,502,393,0,3221221376,7,10,0,0,0
04-12 18:51:49,1.626,0.563,97.749,0.063,0,865681408,65322680320,204320768,909729792,0,278528,0,18,5585,5570,0,0,0,938,909,0,3221221376,7,10,0,0,0
04-12 18:51:50,1.190,0.564,98.246,0,0,866058240,65322295296,204320768,909733888,0,0,0,0,25968,5688,0,0,0,795,934,0,3221221376,7,10,0,0,0
04-12 18:51:51,1.750,0.688,97.562,0,0,866217984,65322266624,204320768,909598720,0,0,0,0,6033,5684,0,0,0,1046,892,0,3221221376,7,10,0,0,0
04-12 18:51:52,1.565,0.689,97.746,0,0,865312768,65323171840,204320768,909602816,0,0,0,0,13498,5870,0,0,0,869,926,0,3221221376,7,10,0,0,0
04-12 18:51:53,59.398,32.957,7.644,0,0,1234354176,64954130432,204320768,909598720,0,0,0,0,1104,730,0,0,0,4060,2849805,0,3221221376,7,10,0,0,0
04-12 18:51:54,37.531,3.117,59.352,0,0,1540784128,64647671808,204320768,909602816,0,0,0,0,922,350,0,0,0,5250,3946,0,3221221376,7,10,0,0,0
04-12 18:51:55,0.063,0.063,99.875,0,0,1540947968,64647507968,204320768,909602816,0,1310720,0,30,838,580,0,0,0,136,200,0,3221221376,7,10,0,0,0
04-12 18:51:56,0.062,0.062,99.875,0,0,1540947968,64647507968,204320768,909602816,0,0,0,0,707,342,0,0,0,95,153,0,3221221376,7,10,0,0,0
04-12 18:51:57,0,0.125,99.875,0,0,1540947968,64647507968,204320768,909602816,0,0,0,0,1103,334,0,0,0,93,152,0,3221221376,7,10,0,0,0
04-12 18:51:58,0.062,0.062,99.875,0,0,1540947968,64647507968,204320768,909602816,0,0,0,0,545,334,0,0,0,106,178,0,3221221376,7,10,0,0,0
04-12 18:51:59,7.707,1.003,91.291,0,0,1552465920,64635985920,204320768,909606912,0,0,0,0,1322682,1012683,104,173,184,3657,3495,0,3221221376,7,42,0,0,0
04-12 18:52:00,13.021,1.090,85.888,0,0,1552973824,64635478016,204320768,909606912,0,0,0,0,2884737,2185284,189,318,380,6817,6424,0,3221221376,7,42,0,0,0
04-12 18:52:01,14.376,1.077,84.547,0,0,1552973824,64635478016,204320768,909606912,0,65536,0,8,2917443,2208275,220,330,401,6983,6497,0,3221221376,7,42,0,0,0
04-12 18:52:02,14.540,1.270,84.190,0,0,1553100800,64635351040,204320768,909606912,0,0,0,0,3046831,2308235,229,331,411,7230,6784,0,3221221376,7,42,0,0,0
