"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-14.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output solrj_128.110.153.169_dstat_traffic_gen.csv",,,,"Date:","05 Dec 2019 15:56:10 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
05-12 15:56:10,0.464,0.052,99.472,0.012,0,618971136,65734422528,295460864,598044672,1101.495,566594.810,0.068,4.338,0,0,10.663,20.134,23.206,454.503,756.293,0,3221221376,6,8,0,0,0
05-12 15:56:11,0.062,0,99.938,0,0,618565632,65734823936,295460864,598048768,0,0,0,0,186,902,0,0,0,63,102,0,3221221376,6,8,0,0,0
05-12 15:56:12,0,0.063,99.937,0,0,618557440,65734832128,295460864,598048768,0,2818048,0,510,759,334,0,0,0,313,115,0,3221221376,6,8,0,0,0
05-12 15:56:13,0,0.125,99.875,0,0,618541056,65734848512,295460864,598048768,0,0,0,0,1130,342,0,0,0,85,126,0,3221221376,6,8,0,0,0
05-12 15:56:14,0,0.125,99.813,0.062,0,618549248,65734840320,295460864,598048768,0,172032,0,6,953,526,0,0,0,122,182,0,3221221376,6,8,0,0,0
05-12 15:56:15,0,0.063,99.937,0,0,618803200,65734586368,295460864,598048768,0,0,0,0,862,342,0,0,0,71,109,0,3221221376,6,8,0,0,0
05-12 15:56:16,0,0.063,99.937,0,0,618803200,65734586368,295460864,598048768,0,0,0,0,365,334,0,0,0,57,93,0,3221221376,6,8,0,0,0
05-12 15:56:17,0,0.063,99.937,0,0,618803200,65734586368,295460864,598048768,0,0,0,0,366,334,0,0,0,58,97,0,3221221376,6,8,0,0,0
05-12 15:56:18,0,0.062,99.938,0,0,618803200,65734586368,295460864,598048768,0,139264,0,32,1281,334,0,0,0,108,145,0,3221221376,6,8,0,0,0
05-12 15:56:19,0,0.125,99.875,0,0,618795008,65734594560,295460864,598048768,0,0,0,0,828,342,0,0,0,87,123,0,3221221376,6,8,0,0,0
