"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-39.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node39_128.110.153.222_solrj::rf16_s4_cluster8_dstat.csv",,,,"Date:","12 Dec 2019 03:10:30 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
12-12 03:10:30,0.268,0.099,99.630,0.003,0,677031936,64561233920,237264896,1788039168,3037.675,246485.746,0.235,5.971,0,0,3.863,3.580,3.617,182.376,1602.729,0,3221221376,10,10,0,1,0
12-12 03:10:31,0.438,0.188,99.375,0,0,670912512,64567369728,237264896,1788014592,0,0,0,0,3672,4666,0,0,0,450,458,0,3221221376,10,10,0,1,0
12-12 03:10:32,1.376,0.563,98.061,0,0,670973952,64567435264,237268992,1787883520,0,204800,0,10,3266,3537,0,0,0,841,843,0,3221221376,10,9,0,1,0
12-12 03:10:33,0,0.125,99.875,0,0,670957568,64567451648,237268992,1787883520,0,0,0,0,819,596,0,1,0,116,202,0,3221221376,10,9,0,1,0
12-12 03:10:34,0.062,0.062,99.875,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,306,342,0,0,0,92,165,0,3221221376,10,9,0,1,0
12-12 03:10:35,0,0.062,99.938,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,245,334,0,0,0,76,140,0,3221221376,10,9,0,1,0
12-12 03:10:36,0,0.063,99.937,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,752,564,0,1,0,92,178,0,3221221376,10,9,0,1,0
12-12 03:10:37,0.062,0.062,99.875,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,819,342,0,0,0,107,175,0,3221221376,10,9,0,1,0
12-12 03:10:38,0.062,0.062,99.875,0,0,670949376,64567459840,237268992,1787883520,0,172032,0,4,606,394,0,0,0,95,147,0,3221221376,10,9,0,1,0
12-12 03:10:39,0,0.125,99.875,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,1051,580,0,1,0,95,167,0,3221221376,10,9,0,1,0
12-12 03:10:40,0.063,0,99.937,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,246,342,0,0,0,76,135,0,3221221376,10,9,0,1,0
12-12 03:10:41,0.062,0.062,99.875,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,305,334,0,0,0,100,170,0,3221221376,10,9,0,1,0
12-12 03:10:42,0,0.063,99.937,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,426,334,0,0,0,83,133,0,3221221376,10,9,0,1,0
12-12 03:10:43,0,0.063,99.937,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,897,564,0,1,0,103,193,0,3221221376,10,9,0,1,0
12-12 03:10:44,0.062,0.125,99.750,0.062,0,670949376,64567459840,237268992,1787883520,0,24576,0,4,1343,342,0,0,0,109,159,0,3221221376,10,9,0,1,0
12-12 03:10:45,0,0.063,99.937,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,425,350,0,0,0,96,167,0,3221221376,10,9,0,1,0
12-12 03:10:46,0.062,0.062,99.875,0,0,670949376,64567459840,237268992,1787883520,0,1581056,0,340,812,564,0,1,0,265,177,0,3221221376,10,9,0,1,0
12-12 03:10:47,0.062,0.062,99.875,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,425,358,0,0,0,77,129,0,3221221376,10,9,0,1,0
12-12 03:10:48,0.062,0,99.938,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,426,334,0,0,0,77,129,0,3221221376,10,9,0,1,0
12-12 03:10:49,0,0.063,99.937,0,0,670949376,64567459840,237268992,1787883520,0,0,0,0,1122,564,0,1,0,114,223,0,3221221376,10,9,0,1,0
12-12 03:10:50,0,0.063,99.937,0,0,670945280,64567459840,237273088,1787883520,0,32768,0,4,1126,474,0,0,0,112,159,0,3221221376,10,9,0,1,0
12-12 03:10:51,0.062,0.062,99.875,0,0,670945280,64567459840,237273088,1787883520,0,49152,0,8,947,350,0,0,0,94,143,0,3221221376,10,9,0,1,0
12-12 03:10:52,0,0.062,99.938,0,0,670945280,64567459840,237273088,1787883520,0,0,0,0,306,350,0,0,0,78,140,0,3221221376,10,9,0,1,0
12-12 03:10:53,0.063,0.125,99.812,0,0,670945280,64567459840,237273088,1787883520,0,0,0,0,657,564,0,1,0,206,350,0,3221221376,10,9,0,1,0
12-12 03:10:54,0.125,0.062,99.812,0,0,670560256,64567840768,237273088,1787887616,0,0,0,0,486,342,0,0,0,202,293,0,3221221376,10,9,0,1,0
12-12 03:10:55,0,0.063,99.937,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,939,334,0,0,0,89,143,0,3221221376,10,9,0,1,0
12-12 03:10:56,0.062,0.062,99.875,0,0,670556160,64567840768,237273088,1787891712,0,589824,0,108,778,564,0,1,0,154,213,0,3221221376,10,9,0,1,0
12-12 03:10:57,0,0.063,99.937,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,605,358,0,0,0,104,171,0,3221221376,10,9,0,1,0
12-12 03:10:58,0.062,0.062,99.875,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,186,334,0,0,0,77,135,0,3221221376,10,9,0,1,0
12-12 03:10:59,0,0.063,99.937,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,597,564,0,1,0,84,186,0,3221221376,10,9,0,1,0
12-12 03:11:00,0.062,0.062,99.875,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,546,342,0,0,0,85,141,0,3221221376,10,9,0,1,0
12-12 03:11:01,0,0.062,99.938,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,365,334,0,0,0,96,170,0,3221221376,10,9,0,1,0
12-12 03:11:02,0.062,0.062,99.813,0.062,0,670556160,64567840768,237273088,1787891712,0,32768,0,4,246,334,0,0,0,91,149,0,3221221376,10,9,0,1,0
12-12 03:11:03,0,0.063,99.937,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,717,580,0,1,0,93,173,0,3221221376,10,9,0,1,0
12-12 03:11:04,0.062,0.062,99.875,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,760,342,0,0,0,88,146,0,3221221376,10,9,0,1,0
12-12 03:11:05,0.062,0.062,99.875,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,425,334,0,0,0,96,169,0,3221221376,10,9,0,1,0
12-12 03:11:06,0,0.063,99.937,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,658,564,0,1,0,88,193,0,3221221376,10,9,0,1,0
12-12 03:11:07,0,0.063,99.937,0,0,670556160,64567840768,237273088,1787891712,0,0,0,0,1369,342,0,0,0,95,152,0,3221221376,10,9,0,1,0
12-12 03:11:08,0.062,0.062,99.875,0,0,670556160,64567840768,237273088,1787891712,0,24576,0,4,486,334,0,0,0,92,147,0,3221221376,10,9,0,1,0
12-12 03:11:09,1.501,0.563,97.936,0,0,670932992,64567463936,237273088,1787891712,0,0,0,0,6052,5670,0,1,0,941,932,0,3221221376,10,9,0,1,0
12-12 03:11:10,1.627,0.563,97.810,0,0,671334400,64567062528,237273088,1787891712,0,0,0,0,5825,5666,0,0,0,994,894,0,3221221376,10,9,0,1,0
12-12 03:11:11,0,0.063,99.937,0,0,671047680,64567349248,237273088,1787891712,0,1507328,0,328,605,358,0,0,0,248,148,0,3221221376,10,9,0,1,0
12-12 03:11:12,0.062,0.062,99.875,0,0,671047680,64567349248,237273088,1787891712,0,0,0,0,768,350,0,0,0,91,151,0,3221221376,10,9,0,1,0
12-12 03:11:13,0.062,0.062,99.875,0,0,671031296,64567365632,237273088,1787891712,0,0,0,0,537,564,0,1,0,108,188,0,3221221376,10,9,0,1,0
12-12 03:11:14,0,0.062,99.875,0.062,0,671023104,64567373824,237273088,1787891712,0,114688,0,4,701,342,0,0,0,107,179,0,3221221376,10,9,0,0,0
12-12 03:11:15,0.062,0.062,99.875,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,725,342,0,0,0,84,135,0,3221221376,10,9,0,0,0
12-12 03:11:16,0,0.062,99.938,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,692,564,0,1,0,90,155,0,3221221376,10,9,0,0,0
12-12 03:11:17,0.062,0.062,99.875,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,425,334,0,0,0,96,169,0,3221221376,10,9,0,0,0
12-12 03:11:18,0,0.125,99.875,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,426,334,0,0,0,77,127,0,3221221376,10,9,0,0,0
12-12 03:11:19,0.063,0,99.937,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,1242,564,0,1,0,104,194,0,3221221376,10,9,0,0,0
12-12 03:11:20,0,0.063,99.937,0,0,671023104,64567373824,237273088,1787891712,0,32768,0,4,426,334,0,0,0,91,146,0,3221221376,10,9,0,0,0
12-12 03:11:21,0,0.063,99.937,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,545,342,0,0,0,99,167,0,3221221376,10,9,0,0,0
12-12 03:11:22,0.062,0.125,99.813,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,760,334,0,0,0,103,141,0,3221221376,10,9,0,0,0
12-12 03:11:23,0.063,0.063,99.875,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,1171,564,0,1,0,134,207,0,3221221376,10,9,0,0,0
12-12 03:11:24,0,0.063,99.937,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,486,334,0,0,0,93,137,0,3221221376,10,9,0,0,0
12-12 03:11:25,0,0.062,99.938,0,0,671023104,64567373824,237273088,1787891712,0,0,0,0,545,334,0,0,0,102,171,0,3221221376,10,9,0,0,0
12-12 03:11:26,0,0.063,99.937,0,0,671019008,64567373824,237273088,1787895808,0,49152,0,6,658,564,0,1,0,97,177,0,3221221376,10,9,0,0,0
12-12 03:11:27,0.062,0.062,99.875,0,0,671019008,64567373824,237273088,1787895808,0,0,0,0,699,350,0,0,0,86,143,0,3221221376,10,9,0,0,0
12-12 03:11:28,0.062,0.062,99.875,0,0,671019008,64567373824,237273088,1787895808,0,0,0,0,546,394,0,0,0,82,133,0,3221221376,10,9,0,0,0
12-12 03:11:29,0.062,0.062,99.875,0,0,671027200,64567365632,237273088,1787895808,0,0,0,0,1013,792,0,1,0,155,210,0,3221221376,10,9,0,0,0
12-12 03:11:30,0,0.063,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,126,334,0,0,0,75,137,0,3221221376,10,9,0,0,0
12-12 03:11:31,0.063,0,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,527,334,0,0,0,94,167,0,3221221376,10,9,0,0,0
12-12 03:11:32,0,0.062,99.875,0.062,0,670900224,64567492608,237273088,1787895808,0,32768,0,4,640,334,0,0,0,95,158,0,3221221376,10,9,0,0,0
12-12 03:11:33,0,0.063,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,837,572,0,1,0,110,181,0,3221221376,10,9,0,0,0
12-12 03:11:34,0.062,0.062,99.875,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,786,334,0,0,0,86,133,0,3221221376,10,9,0,0,0
12-12 03:11:35,0,0.125,99.875,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,605,334,0,0,0,83,139,0,3221221376,10,9,0,0,0
12-12 03:11:36,0,0.063,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,538,564,0,1,0,97,199,0,3221221376,10,9,0,0,0
12-12 03:11:37,0.063,0,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,605,334,0,0,0,99,175,0,3221221376,10,9,0,0,0
12-12 03:11:38,0,0.125,99.875,0,0,670900224,64567492608,237273088,1787895808,0,24576,0,4,246,334,0,0,0,90,143,0,3221221376,10,9,0,0,0
12-12 03:11:39,0.062,0.062,99.875,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,537,676,0,1,0,94,203,0,3221221376,10,9,0,0,0
12-12 03:11:40,0,0.063,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,1042,334,0,0,0,92,153,0,3221221376,10,9,0,0,0
12-12 03:11:41,0.062,0.062,99.875,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,759,334,0,0,0,104,171,0,3221221376,10,9,0,0,0
12-12 03:11:42,0.062,0.062,99.875,0,0,670900224,64567492608,237273088,1787895808,0,57344,0,6,760,334,0,0,0,94,145,0,3221221376,10,9,0,0,0
12-12 03:11:43,0.063,0.063,99.875,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,657,632,0,1,0,95,177,0,3221221376,10,9,0,0,0
12-12 03:11:44,0,0.062,99.875,0.062,0,670900224,64567492608,237273088,1787895808,0,32768,0,4,126,334,0,0,0,85,147,0,3221221376,10,9,0,0,0
12-12 03:11:45,0,0.063,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,605,402,0,0,0,100,168,0,3221221376,10,9,0,0,0
12-12 03:11:46,0.062,0.062,99.875,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,538,564,0,1,0,84,137,0,3221221376,10,9,0,0,0
12-12 03:11:47,0,0.063,99.937,0,0,670900224,64567492608,237273088,1787895808,0,106496,0,24,880,334,0,0,0,103,143,0,3221221376,10,9,0,0,0
12-12 03:11:48,0.062,0.062,99.875,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,306,342,0,0,0,93,163,0,3221221376,10,9,0,0,0
12-12 03:11:49,0,0.063,99.937,0,0,670900224,64567492608,237273088,1787895808,0,0,0,0,1122,564,0,1,0,110,188,0,3221221376,10,9,0,0,0
