"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-17.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output direct_128.110.153.154_dstat_traffic_gen.csv",,,,"Date:","04 Dec 2019 19:07:49 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
04-12 19:07:49,5.381,0.819,93.798,0.001,0,877715456,65481093120,202059776,755126272,1055.157,103659.668,0.060,3.302,0,0,15.358,15.542,15.431,692.473,2098.063,0,3221221376,6,10,0,0,0
04-12 19:07:50,3.935,2.498,93.567,0,0,875855872,65482964992,202059776,755105792,0,0,0,0,2109,2200,0,0,1,512,396,0,3221221376,6,9,0,0,0
04-12 19:07:51,4.875,2.438,92.688,0,0,881754112,65477066752,202059776,755109888,0,1515520,0,342,4111,3580,0,0,0,933,464,0,3221221376,6,10,0,0,0
04-12 19:07:52,5.072,2.442,92.486,0,0,877547520,65481273344,202059776,755113984,0,0,0,0,15583,3648,0,0,0,894,570,0,3221221376,6,10,0,0,0
04-12 19:07:53,5.607,3.053,91.277,0.062,0,878530560,65480282112,202059776,755118080,0,327680,0,28,7869,5468,0,0,0,1296,992,0,3221221376,6,10,0,0,0
04-12 19:07:54,4.128,2.502,93.371,0,0,876929024,65481883648,202059776,755105792,0,0,0,0,22766,3949,0,0,1,727,455,0,3221221376,6,10,0,0,0
04-12 19:07:55,5.805,2.809,91.386,0,0,876146688,65482797056,202059776,754974720,0,0,0,0,5204,3959,0,0,0,1175,873,0,3221221376,6,9,0,0,0
04-12 19:07:56,4.318,2.003,93.680,0,0,876146688,65482797056,202059776,754974720,0,1892352,0,410,982,350,0,0,0,539,165,0,3221221376,6,9,0,0,0
04-12 19:07:57,3.938,2.500,93.562,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,1765,2055,0,0,1,461,229,0,3221221376,6,10,0,0,0
04-12 19:07:58,3.875,2.500,93.625,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,1169,358,0,0,0,365,180,0,3221221376,6,10,0,0,0
04-12 19:07:59,3.817,2.503,93.680,0,0,876740608,65482203136,202059776,754974720,0,196608,0,4,306,350,0,0,0,350,161,0,3221221376,6,10,0,0,0
04-12 19:08:00,4.065,2.251,93.684,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,1394,588,0,0,1,355,153,0,3221221376,6,10,0,0,0
04-12 19:08:01,4.185,2.249,93.567,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,1103,358,0,0,0,363,179,0,3221221376,6,10,0,0,0
04-12 19:08:02,3.688,2.750,93.562,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,1025,822,0,0,0,369,165,0,3221221376,6,10,0,0,0
04-12 19:08:03,3.565,2.752,93.684,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,66,350,0,0,0,340,164,0,3221221376,6,10,0,0,0
04-12 19:08:04,3.875,2.500,93.625,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,812,580,0,0,1,344,145,0,3221221376,6,10,0,0,0
04-12 19:08:05,3.812,2.562,93.625,0,0,876740608,65482203136,202059776,754974720,0,24576,0,4,1317,358,0,0,0,377,195,0,3221221376,6,10,0,0,0
04-12 19:08:06,3.873,2.561,93.567,0,0,876740608,65482203136,202059776,754974720,0,0,0,0,245,358,0,0,0,334,140,0,3221221376,6,10,0,0,0
04-12 19:08:07,3.752,2.564,93.684,0,0,875970560,65482973184,202059776,754974720,0,0,0,0,550,783,0,0,1,451,192,0,3221221376,6,9,0,0,0
04-12 19:08:08,4,2.375,93.625,0,0,875962368,65482981376,202059776,754974720,0,0,0,0,485,358,0,0,0,353,170,0,3221221376,6,9,0,0,0
04-12 19:08:09,3.750,2.625,93.625,0,0,875962368,65482981376,202059776,754974720,0,0,0,0,426,350,0,0,0,362,177,0,3221221376,6,9,0,0,0
04-12 19:08:10,3.938,2.438,93.625,0,0,875962368,65482981376,202059776,754974720,0,0,0,0,812,580,0,0,1,342,147,0,3221221376,6,9,0,0,0
04-12 19:08:11,3.938,2.375,93.625,0.062,0,875962368,65482981376,202059776,754974720,0,57344,0,4,306,358,0,0,0,345,145,0,3221221376,6,9,0,0,0
04-12 19:08:12,4.375,2,93.625,0,0,875962368,65482981376,202059776,754974720,0,442368,0,92,639,358,0,0,0,383,151,0,3221221376,6,9,0,0,0
