"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output direct_128.110.153.161_dstat_traffic_gen.csv",,,,"Date:","04 Dec 2019 20:46:50 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
04-12 20:46:50,1.360,0.140,98.468,0.032,0,4970586112,57693732864,355516416,4171763712,1256.145,1772819.680,0.073,5.890,0,0,39.941,40.519,58.223,1196.754,1972.044,0,3221221376,8,246,0,14,11
04-12 20:46:51,0,0.062,99.938,0,0,4970577920,57693736960,355516416,4171767808,0,0,0,0,2164,1549,0,0,1,128,183,0,3221221376,8,246,0,14,11
04-12 20:46:52,0.062,0.125,99.813,0,0,4970418176,57693896704,355516416,4171767808,0,0,0,0,1264,751,0,0,0,112,195,0,3221221376,8,246,0,14,11
04-12 20:46:53,0,0.125,99.875,0,0,4970418176,57693896704,355516416,4171767808,0,212992,0,6,708,342,0,0,0,114,204,0,3221221376,8,246,0,14,11
04-12 20:46:54,0.062,0.125,99.812,0,0,4970418176,57693896704,355516416,4171767808,0,0,0,0,1854,1160,0,0,0,112,179,0,3221221376,8,246,0,14,11
04-12 20:46:55,0,0.063,99.937,0,0,4970418176,57693896704,355516416,4171767808,0,0,0,0,862,342,0,0,0,99,163,0,3221221376,8,246,0,2,11
04-12 20:46:56,0.062,0.125,99.813,0,0,4970418176,57693896704,355516416,4171767808,0,0,0,0,964,743,0,0,0,91,161,0,3221221376,8,246,0,2,11
04-12 20:46:57,0,0.125,99.875,0,0,4970418176,57693896704,355516416,4171767808,0,0,0,0,2453,743,0,0,0,153,246,0,3221221376,8,246,0,1,11
04-12 20:46:58,8.881,0.625,90.494,0,0,5075329024,57588981760,355516416,4171771904,0,0,0,0,399800,253688,0,9,18,694,2356,0,3221221376,8,246,0,1,11
04-12 20:46:59,4.685,0.375,94.878,0.062,0,5075705856,57588604928,355516416,4171771904,0,81920,0,6,637767,522363,0,31,38,633,1587,0,3221221376,8,247,0,0,3
04-12 20:47:00,1.814,0.313,97.874,0,0,5074776064,57589534720,355516416,4171771904,0,0,0,0,287977,240283,9,19,5,398,1389,0,3221221376,8,246,0,0,3
04-12 20:47:01,0.063,0.125,99.812,0,0,5074767872,57589542912,355516416,4171771904,0,0,0,0,587,366,0,0,0,110,237,0,3221221376,8,246,0,0,3
04-12 20:47:02,0,0.125,99.875,0,0,5074767872,57589542912,355516416,4171771904,0,0,0,0,802,735,0,0,0,103,200,0,3221221376,8,246,0,0,3
04-12 20:47:03,0.063,0.125,99.812,0,0,5074767872,57589542912,355516416,4171771904,0,0,0,0,1383,795,0,0,0,102,235,0,3221221376,8,246,0,0,3
04-12 20:47:04,0.062,0.125,99.812,0,0,5074640896,57589669888,355516416,4171771904,0,0,0,0,1624,1155,0,0,2,130,196,0,3221221376,8,246,0,0,3
04-12 20:47:05,9.619,0.625,89.756,0,0,5081407488,57582899200,355516416,4171776000,0,73728,0,4,130021,114314,2,17,27,2073,8406,0,3221221376,8,261,0,0,3
04-12 20:47:06,54.034,1.751,44.215,0,0,5093715968,57570553856,355516416,4171812864,0,0,0,0,8183707,8871270,156,379,721,16601,40213,0,3221221376,8,280,0,0,3
04-12 20:47:07,52.296,1.786,45.918,0,0,5107212288,57557053440,355516416,4171816960,0,0,0,0,14440775,15621887,280,812,1268,16006,24278,0,3221221376,8,280,0,0,3
04-12 20:47:08,43.543,1.061,55.396,0,0,5142089728,57522176000,355516416,4171816960,0,0,0,0,7498230,8167473,23,522,829,9118,10859,0,3221221376,8,280,0,0,3
04-12 20:47:09,13.329,0.814,85.857,0,0,5149200384,57515065344,355516416,4171816960,0,0,0,0,4071289,4382079,89,142,349,4799,6783,0,3221221376,8,280,0,0,3
04-12 20:47:10,30.890,1.253,67.857,0,0,5156626432,57507639296,355516416,4171816960,0,0,0,0,9643272,10393247,268,544,803,10472,14283,0,3221221376,8,280,0,0,3
