"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-33.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node33_128.110.153.225_solrj::rf4_s2_cluster2_dstat.csv",,,,"Date:","12 Dec 2019 01:13:51 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
12-12 01:13:51,1.162,0.282,98.553,0.003,0,673693696,64556404736,233619456,1792999424,3104.334,431137.279,0.240,6.183,0,0,25.884,25.737,25.483,612.463,7327.322,0,3221221376,10,10,0,1,0
12-12 01:13:52,1.313,0.438,98.249,0,0,673103872,64557006848,233619456,1792987136,0,0,0,0,4430,5314,0,0,0,823,659,0,3221221376,10,10,0,1,0
12-12 01:13:53,1.378,0.564,98.058,0,0,672419840,64557809664,233627648,1792864256,0,204800,0,10,3180,3169,0,0,0,833,845,0,3221221376,10,9,0,1,0
12-12 01:13:54,0,0.125,99.875,0,0,672411648,64557817856,233627648,1792864256,0,0,0,0,1119,596,0,1,0,94,149,0,3221221376,10,9,0,1,0
12-12 01:13:55,0,0.125,99.875,0,0,672403456,64557826048,233627648,1792860160,0,0,0,0,1060,342,0,0,0,103,171,0,3221221376,10,9,0,1,0
12-12 01:13:56,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,1007,334,0,0,0,117,193,0,3221221376,10,9,0,1,0
12-12 01:13:57,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,598,564,0,1,0,88,144,0,3221221376,10,9,0,1,0
12-12 01:13:58,0,0.125,99.875,0,0,672395264,64557834240,233627648,1792860160,0,172032,0,4,827,342,0,0,0,90,154,0,3221221376,10,9,0,1,0
12-12 01:13:59,0.062,0,99.938,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,426,350,0,0,0,85,135,0,3221221376,10,9,0,1,0
12-12 01:14:00,0,0.125,99.875,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,897,564,0,1,0,115,225,0,3221221376,10,9,0,1,0
12-12 01:14:01,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,306,342,0,0,0,80,136,0,3221221376,10,9,0,1,0
12-12 01:14:02,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,725,334,0,0,0,85,138,0,3221221376,10,9,0,1,0
12-12 01:14:03,0,0.125,99.875,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,426,334,0,0,0,79,133,0,3221221376,10,9,0,1,0
12-12 01:14:04,0,0.062,99.875,0.062,0,672395264,64557834240,233627648,1792860160,0,24576,0,4,597,564,0,1,0,110,234,0,3221221376,10,9,0,1,0
12-12 01:14:05,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,186,358,0,0,0,78,137,0,3221221376,10,9,0,1,0
12-12 01:14:06,0,0.125,99.875,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,245,334,0,0,0,88,143,0,3221221376,10,9,0,1,0
12-12 01:14:07,0.062,0.062,99.875,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,418,564,0,1,0,83,181,0,3221221376,10,9,0,1,0
12-12 01:14:08,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,305,342,0,0,0,94,169,0,3221221376,10,9,0,1,0
12-12 01:14:09,0,0.125,99.875,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,306,334,0,0,0,83,140,0,3221221376,10,9,0,1,0
12-12 01:14:10,0,0.125,99.875,0,0,672395264,64557834240,233627648,1792860160,0,24576,0,4,691,564,0,1,0,105,197,0,3221221376,10,9,0,1,0
12-12 01:14:11,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,126,358,0,0,0,75,133,0,3221221376,10,9,0,1,0
12-12 01:14:12,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,1634,334,0,0,0,135,204,0,3221221376,10,9,0,1,0
12-12 01:14:13,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,306,334,0,0,0,78,133,0,3221221376,10,9,0,1,0
12-12 01:14:14,0,0.063,99.937,0,0,672395264,64557834240,233627648,1792860160,0,0,0,0,717,564,0,1,0,87,165,0,3221221376,10,9,0,1,0
12-12 01:14:15,0,0.125,99.875,0,0,672395264,64557834240,233627648,1792860160,0,32768,0,4,708,342,0,0,0,89,146,0,3221221376,10,9,0,1,0
12-12 01:14:16,0,0.063,99.937,0,0,672391168,64557834240,233631744,1792860160,0,24576,0,4,365,350,0,0,0,125,208,0,3221221376,10,9,0,1,0
12-12 01:14:17,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,418,580,0,1,0,83,187,0,3221221376,10,9,0,1,0
12-12 01:14:18,0,0.125,99.875,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,485,342,0,0,0,81,136,0,3221221376,10,9,0,1,0
12-12 01:14:19,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,1095,394,0,0,0,92,149,0,3221221376,10,9,0,1,0
12-12 01:14:20,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,777,564,0,1,0,105,219,0,3221221376,10,9,0,1,0
12-12 01:14:21,0,0.125,99.812,0.062,0,672387072,64557834240,233631744,1792864256,0,2121728,0,460,1102,342,0,0,0,319,194,0,3221221376,10,9,0,1,0
12-12 01:14:22,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,887,350,0,0,0,85,144,0,3221221376,10,9,0,1,0
12-12 01:14:23,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,306,334,0,0,0,79,130,0,3221221376,10,9,0,1,0
12-12 01:14:24,0.062,0.125,99.813,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,891,898,0,1,0,107,194,0,3221221376,10,9,0,1,0
12-12 01:14:25,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,666,342,0,0,0,85,140,0,3221221376,10,9,0,1,0
12-12 01:14:26,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,40960,0,6,305,334,0,0,0,93,153,0,3221221376,10,9,0,1,0
12-12 01:14:27,0,0.125,99.875,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,812,580,0,1,0,91,206,0,3221221376,10,9,0,1,0
12-12 01:14:28,0.062,0.062,99.875,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,305,342,0,0,0,94,169,0,3221221376,10,9,0,1,0
12-12 01:14:29,0,0.063,99.937,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,366,334,0,0,0,80,136,0,3221221376,10,9,0,1,0
12-12 01:14:30,0,0.125,99.875,0,0,672387072,64557834240,233631744,1792864256,0,0,0,0,477,564,0,1,0,83,163,0,3221221376,10,9,0,1,0
12-12 01:14:31,1.127,0.438,98.435,0,0,674095104,64556126208,233631744,1792876544,0,0,0,0,4899,3629,0,0,0,558,579,0,3221221376,10,10,0,1,0
12-12 01:14:32,0.625,0.437,98.876,0.062,0,672620544,64557600768,233631744,1792864256,0,49152,0,4,1889,2297,0,0,0,526,518,0,3221221376,10,9,0,1,0
12-12 01:14:33,0.814,0.375,98.811,0,0,678645760,64551575552,233631744,1792876544,0,0,0,0,4111,3579,0,0,0,524,483,0,3221221376,10,10,0,1,0
12-12 01:14:34,1.064,0.501,98.436,0,0,673103872,64557117440,233631744,1792864256,0,0,0,0,2005,2823,0,1,0,674,577,0,3221221376,10,9,0,1,0
12-12 01:14:35,0.062,0.062,99.875,0,0,672538624,64557682688,233631744,1792864256,0,0,0,0,246,358,0,0,0,93,173,0,3221221376,10,9,0,1,0
