"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-24.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node24_128.110.153.91_direct::rf16_s1_cluster8_dstat.csv",,,,"Date:","19 Dec 2019 15:30:23 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
19-12 15:30:23,1.016,0.217,98.765,0.003,0,976523264,64009834496,247107584,1999839232,1007.230,254460.799,0.078,5.586,0,0,30.138,30.982,30.690,686.122,6994.327,0,3221221376,6,10,0,0,0
19-12 15:30:24,1.626,0.625,97.749,0,0,977469440,64008904704,247107584,1999831040,0,0,0,0,5440,5402,0,0,0,929,905,0,3221221376,6,10,0,0,0
19-12 15:30:25,0.062,0.312,99.563,0.062,0,975556608,64011075584,247107584,1999564800,0,221184,0,10,1810,2274,0,0,0,389,421,0,3221221376,6,9,0,0,0
19-12 15:30:26,0,0.125,99.875,0,0,975556608,64011075584,247107584,1999564800,0,0,0,0,485,342,0,0,0,80,138,0,3221221376,6,9,0,0,0
19-12 15:30:27,0.063,0.063,99.875,0,0,975523840,64011108352,247107584,1999560704,0,1449984,0,328,306,334,0,0,0,235,176,0,3221221376,6,9,0,0,0
19-12 15:30:28,0.062,0.062,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,1556,572,0,0,0,129,207,0,3221221376,6,9,0,0,0
19-12 15:30:29,0.062,0.062,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,306,334,0,0,0,83,143,0,3221221376,6,9,0,0,0
19-12 15:30:30,0,0.063,99.937,0,0,975507456,64011124736,247107584,1999560704,0,188416,0,4,305,334,0,0,0,92,161,0,3221221376,6,9,0,0,0
19-12 15:30:31,0,0.125,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,418,632,0,0,0,90,149,0,3221221376,6,9,0,0,0
19-12 15:30:32,0.062,0.125,99.813,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,485,334,0,0,0,131,213,0,3221221376,6,9,0,0,0
19-12 15:30:33,0,0.063,99.937,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,426,334,0,0,0,101,147,0,3221221376,6,9,0,0,0
19-12 15:30:34,0,0.063,99.937,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,1137,564,0,0,0,98,147,0,3221221376,6,9,0,0,0
19-12 15:30:35,0.062,0.125,99.813,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,426,334,0,0,0,83,141,0,3221221376,6,9,0,0,0
19-12 15:30:36,0,0.062,99.875,0.062,0,975507456,64011124736,247107584,1999560704,0,24576,0,4,973,334,0,0,0,122,201,0,3221221376,6,9,0,0,0
19-12 15:30:37,0.062,0.062,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,246,342,0,0,0,95,165,0,3221221376,6,9,0,0,0
19-12 15:30:38,0,0.125,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,657,564,0,0,0,92,153,0,3221221376,6,9,0,0,0
19-12 15:30:39,0,0.063,99.937,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,426,334,0,0,0,84,143,0,3221221376,6,9,0,0,0
19-12 15:30:40,0,0.063,99.937,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,305,334,0,0,0,99,177,0,3221221376,6,9,0,0,0
19-12 15:30:41,0.062,0.125,99.813,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,1000,564,0,0,0,98,155,0,3221221376,6,9,0,0,0
19-12 15:30:42,0,0.063,99.937,0,0,975507456,64011124736,247107584,1999560704,0,24576,0,4,989,334,0,0,0,123,198,0,3221221376,6,9,0,0,0
19-12 15:30:43,0.062,0.062,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,186,342,0,0,0,82,145,0,3221221376,6,9,0,0,0
19-12 15:30:44,0,0.125,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,597,564,0,0,0,102,177,0,3221221376,6,9,0,0,0
19-12 15:30:45,0.062,0.062,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,520,334,0,0,0,90,151,0,3221221376,6,9,0,0,0
19-12 15:30:46,0,0.063,99.937,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,605,334,0,0,0,86,141,0,3221221376,6,9,0,0,0
19-12 15:30:47,0,0.125,99.875,0,0,975507456,64011124736,247107584,1999560704,0,0,0,0,306,334,0,0,0,97,167,0,3221221376,6,9,0,0,0
19-12 15:30:48,0.062,0.125,99.813,0,0,975507456,64011124736,247107584,1999560704,0,24576,0,4,1335,564,0,0,0,129,207,0,3221221376,6,9,0,0,0
19-12 15:30:49,0,0.063,99.937,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,306,342,0,0,0,83,147,0,3221221376,6,9,0,0,0
19-12 15:30:50,0,0.063,99.937,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,947,334,0,0,0,95,155,0,3221221376,6,9,0,0,0
19-12 15:30:51,0,0.125,99.875,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,538,564,0,0,0,89,148,0,3221221376,6,9,0,0,0
19-12 15:30:52,0.062,0.062,99.875,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,425,334,0,0,0,120,211,0,3221221376,6,9,0,0,0
19-12 15:30:53,0.062,0.062,99.875,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,366,334,0,0,0,86,145,0,3221221376,6,9,0,0,0
19-12 15:30:54,0,0.062,99.875,0.062,0,975503360,64011124736,247107584,1999564800,0,49152,0,6,871,564,0,0,0,103,165,0,3221221376,6,9,0,0,0
19-12 15:30:55,0,0.063,99.937,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,426,446,0,0,0,88,149,0,3221221376,6,9,0,0,0
19-12 15:30:56,0.062,0.125,99.813,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,365,334,0,0,0,99,179,0,3221221376,6,9,0,0,0
19-12 15:30:57,0,0.063,99.937,0,0,975503360,64011124736,247107584,1999564800,0,0,0,0,1043,334,0,0,0,103,175,0,3221221376,6,9,0,0,0
