"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-16.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node16_128.110.153.179_direct::rf16_s2_cluster8_dstat.csv",,,,"Date:","11 Dec 2019 23:21:25 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 23:21:25,0.937,0.221,98.837,0.005,0,1006911488,62712221696,262500352,3197505536,3199.765,427192.542,0.247,6.297,0,0,23.221,23.800,21.664,570.196,4886.172,0,3221221376,10,10,0,0,0
11-12 23:21:26,4.122,2.561,93.317,0,0,1004478464,62913691648,262500352,3000233984,0,0,0,0,1932,2235,0,0,0,632,413,0,3221221376,10,9,0,0,0
11-12 23:21:27,6.098,2.427,91.475,0,0,1005821952,62912348160,262500352,3000242176,0,0,0,0,5104,3571,0,0,0,982,621,0,3221221376,10,10,0,0,0
11-12 23:21:28,4.494,2.684,92.821,0,0,1004957696,62913540096,262500352,2999906304,0,0,0,0,3535,3880,0,0,0,899,499,0,3221221376,10,10,0,0,0
11-12 23:21:29,5.476,3.236,91.226,0.062,0,1004433408,62914064384,262500352,2999910400,0,253952,0,8,12379,5021,0,0,0,1385,937,0,3221221376,10,9,0,0,0
11-12 23:21:30,4.500,1.875,93.625,0,0,1004417024,62914080768,262500352,2999910400,0,0,0,0,306,358,0,0,0,336,142,0,3221221376,10,9,0,0,0
11-12 23:21:31,16.833,5.362,77.805,0,0,1120006144,62798491648,262500352,2999914496,0,0,0,0,6196,5472,0,0,0,1920,58469,0,3221221376,10,9,0,0,0
11-12 23:21:32,67.645,32.355,0,0,0,1520443392,62397849600,262500352,3000119296,0,2678784,0,578,538,580,0,0,0,4709,2864221,0,3221221376,10,9,0,0,0
11-12 23:21:33,27.176,3.507,69.317,0,0,1684361216,62234181632,262500352,2999918592,0,0,0,0,887,358,0,0,0,4364,3884,0,3221221376,10,9,0,0,0
