"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-7.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node7_128.110.153.184_direct::rf16_s2_cluster8_dstat.csv",,,,"Date:","11 Dec 2019 23:21:25 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 23:21:25,5.001,0.244,94.737,0.019,0,4803289088,55974744064,298172416,6029795328,3201.435,1288314.119,0.248,6.021,0,0,80.418,98.793,99.305,2191.937,2654.984,0,3221221376,8,22,43,3,0
11-12 23:21:26,0,0.062,99.938,0,0,4802629632,55975399424,298172416,6029807616,0,0,0,0,665,1066,0,0,0,102,170,0,3221221376,8,22,43,3,0
11-12 23:21:27,0,0.063,99.937,0,0,4802564096,55975464960,298172416,6029807616,0,2138112,0,344,546,416,0,0,0,276,223,0,3221221376,8,22,42,3,0
11-12 23:21:28,0.062,0.062,99.875,0,0,4802564096,55975464960,298172416,6029807616,0,0,0,0,1059,654,0,0,0,108,160,0,3221221376,8,22,42,3,0
11-12 23:21:29,0,0.125,99.875,0,0,4802564096,55975464960,298172416,6029807616,0,131072,0,6,486,416,0,0,0,99,156,0,3221221376,8,22,42,3,0
11-12 23:21:30,0,0.063,99.937,0,0,4802531328,55975497728,298172416,6029807616,0,0,0,0,829,966,1,0,0,109,204,0,3221221376,8,22,42,3,0
11-12 23:21:31,0,0.063,99.937,0,0,4802531328,55975497728,298172416,6029807616,0,0,0,0,700,498,0,0,0,111,195,0,3221221376,8,22,43,3,0
11-12 23:21:32,0,0.125,99.875,0,0,4802531328,55975497728,298172416,6029807616,0,0,0,0,425,712,0,0,0,100,148,0,3221221376,8,22,43,3,0
11-12 23:21:33,0,0.063,99.937,0,0,4802531328,55975497728,298172416,6029807616,0,0,0,0,768,490,0,0,0,98,157,0,3221221376,8,22,44,3,0
11-12 23:21:34,0,0.062,99.938,0,0,4802404352,55975624704,298172416,6029807616,0,0,0,0,425,564,0,0,0,97,163,0,3221221376,8,22,44,3,0
11-12 23:21:35,0.062,0.125,99.750,0.062,0,4802404352,55975624704,298172416,6029807616,0,24576,0,4,880,490,0,0,0,156,246,0,3221221376,8,22,43,3,0
11-12 23:21:36,0,0.063,99.937,0,0,4802404352,55975624704,298172416,6029807616,0,0,0,0,545,506,0,0,0,89,141,0,3221221376,8,22,43,3,0
11-12 23:21:37,0,0.063,99.937,0,0,4802404352,55975624704,298172416,6029807616,0,0,0,0,246,490,0,0,0,91,154,0,3221221376,8,22,44,3,0
11-12 23:21:38,42.713,2.776,54.511,0,0,5058744320,55719260160,298172416,6029832192,0,0,0,0,3088693,3677044,90,186,416,11654,34772,0,3221221376,8,54,45,3,0
11-12 23:21:39,85.435,4.288,10.277,0,0,5609500672,55168487424,298172416,6029848576,0,0,0,0,16893606,20561922,415,636,1841,23953,36368,0,3221221376,8,54,45,3,0
11-12 23:21:40,67.191,3.023,29.786,0,0,6031945728,54746038272,298172416,6029852672,0,0,0,0,12855431,15298370,339,332,1375,18574,24297,0,3221221376,8,54,45,3,0
11-12 23:21:41,71.464,4.050,24.486,0,0,6351462400,54426517504,298172416,6029856768,0,155648,0,6,21955272,27352409,1141,1101,2779,29400,32275,0,3221221376,8,54,45,3,0
11-12 23:21:42,79.109,4.141,16.750,0,0,6605180928,54172798976,298172416,6029856768,0,0,0,0,27519506,34274930,1217,1293,3303,34892,34964,0,3221221376,8,54,45,3,0
11-12 23:21:43,67.461,3.574,28.966,0,0,6817382400,53960597504,298172416,6029856768,0,0,0,0,23264007,28564160,1079,575,2562,30097,31199,0,3221221376,8,54,45,3,0
11-12 23:21:44,67.380,3.338,29.282,0,0,7091400704,53686579200,298172416,6029856768,0,0,0,0,21937245,26721102,1094,340,2754,27708,27034,0,3221221376,8,54,44,3,0
