"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-33.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node33_128.110.153.225_direct::rf16_s2_cluster8_dstat.csv",,,,"Date:","11 Dec 2019 23:21:25 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 23:21:25,1.072,0.239,98.686,0.003,0,894894080,64136560640,232615936,1990029312,3172.244,428899.683,0.246,6.096,0,0,25.622,25.647,25.250,602.420,7189.535,0,3221221376,10,10,0,0,0
11-12 23:21:26,4.237,2.617,93.146,0,0,893136896,64346783744,232615936,1784754176,0,0,0,0,1925,2063,0,0,0,553,374,0,3221221376,10,9,0,0,0
11-12 23:21:27,5.607,2.617,91.776,0,0,894988288,64344932352,232615936,1784758272,0,1581056,0,362,4925,3570,0,0,0,1086,590,0,3221221376,10,10,0,0,0
11-12 23:21:28,4.255,2.753,92.991,0,0,892678144,64347545600,232615936,1784451072,0,0,0,0,1887,2135,0,0,0,868,550,0,3221221376,10,9,0,0,0
11-12 23:21:29,4.003,2.376,93.621,0,0,892674048,64347545600,232620032,1784451072,0,262144,0,6,718,580,0,0,2,351,160,0,3221221376,10,9,0,0,0
11-12 23:21:30,3.998,2.374,93.629,0,0,892674048,64347545600,232620032,1784451072,0,0,0,0,425,366,0,0,0,344,152,0,3221221376,10,9,0,0,0
11-12 23:21:31,4.062,2.312,93.625,0,0,892674048,64347545600,232620032,1784451072,0,0,0,0,700,350,0,0,0,346,153,0,3221221376,10,9,0,0,0
11-12 23:21:32,4.003,2.314,93.684,0,0,892657664,64347561984,232620032,1784451072,0,0,0,0,657,580,0,0,2,370,207,0,3221221376,10,9,0,0,0
11-12 23:21:33,3.938,2.438,93.625,0,0,892657664,64347561984,232620032,1784451072,0,0,0,0,768,358,0,0,0,349,153,0,3221221376,10,9,0,0,0
