"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-18.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output direct_128.110.153.167_dstat_traffic_gen.csv",,,,"Date:","04 Dec 2019 20:22:09 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
04-12 20:22:09,0.355,0.100,99.543,0.002,0,884183040,65486753792,203927552,740540416,1055.543,101196.616,0.060,3.360,0,0,14.251,14.947,14.537,366.999,1731.906,0,3221221376,6,10,0,0,0
04-12 20:22:10,1.626,0.500,97.874,0,0,884162560,65486790656,203927552,740524032,0,0,0,0,5637,5920,0,0,0,946,925,0,3221221376,6,10,0,0,0
04-12 20:22:11,0,0.250,99.750,0,0,882810880,65488142336,203927552,740515840,0,0,0,0,18057,3966,0,0,0,326,568,0,3221221376,6,9,0,0,0
04-12 20:22:12,0.814,0.250,98.936,0,0,883617792,65487323136,203927552,740519936,0,0,0,0,11180,17464,0,0,0,894,471,0,3221221376,6,9,0,0,0
04-12 20:22:13,1.626,0.625,97.749,0,0,885882880,65485058048,203927552,740528128,0,2670592,0,578,26150,5916,0,0,0,1148,790,0,3221221376,6,10,0,0,0
04-12 20:22:14,1.876,0.625,97.436,0.063,0,885321728,65487007744,203931648,739127296,0,270336,0,8,6302,5896,0,0,0,924,1080,0,3221221376,6,9,1,0,0
04-12 20:22:15,0,0.125,99.875,0,0,883961856,65488367616,203931648,739119104,0,0,0,0,791,366,0,0,0,169,196,0,3221221376,6,9,0,0,0
04-12 20:22:16,0,0.063,99.937,0,0,883961856,65488367616,203931648,739119104,0,0,0,0,992,564,0,0,0,97,163,0,3221221376,6,9,0,0,0
04-12 20:22:17,0.062,0.062,99.875,0,0,883961856,65488367616,203931648,739119104,0,0,0,0,1423,334,0,0,0,114,187,0,3221221376,6,9,0,0,0
04-12 20:22:18,0,0.125,99.875,0,0,883961856,65488367616,203931648,739119104,0,0,0,0,1660,334,0,0,0,121,196,0,3221221376,6,9,0,0,0
04-12 20:22:19,0,0.063,99.937,0,0,883945472,65488384000,203931648,739119104,0,163840,0,4,1265,564,0,0,0,108,177,0,3221221376,6,9,0,0,0
04-12 20:22:20,0.062,0.062,99.875,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,1718,342,0,0,0,110,161,0,3221221376,6,9,0,0,0
04-12 20:22:21,0,0.125,99.875,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,785,394,0,0,0,107,176,0,3221221376,6,9,0,0,0
04-12 20:22:22,0,0.063,99.937,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,426,334,0,0,0,86,143,0,3221221376,6,9,0,0,0
04-12 20:22:23,0.062,0.062,99.875,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,1096,564,0,0,0,113,194,0,3221221376,6,9,0,0,0
04-12 20:22:24,0,0.125,99.875,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,246,334,0,0,0,85,151,0,3221221376,6,9,0,0,0
04-12 20:22:25,0.062,0.125,99.812,0,0,883945472,65488384000,203931648,739119104,0,24576,0,4,767,334,0,0,0,121,201,0,3221221376,6,9,0,0,0
04-12 20:22:26,0,0.063,99.937,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,692,572,0,0,0,93,155,0,3221221376,6,9,0,0,0
04-12 20:22:27,0,0.062,99.938,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,1094,334,0,0,0,96,155,0,3221221376,6,9,0,0,0
04-12 20:22:28,0,0.125,99.875,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,760,334,0,0,0,102,171,0,3221221376,6,9,0,0,0
04-12 20:22:29,0,0.062,99.938,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,777,564,0,0,0,108,181,0,3221221376,6,9,0,0,0
04-12 20:22:30,0.062,0.125,99.813,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,366,334,0,0,0,82,133,0,3221221376,6,9,0,0,0
04-12 20:22:31,0,0.063,99.875,0.063,0,883945472,65488384000,203931648,739119104,0,24576,0,4,827,334,0,0,0,100,161,0,3221221376,6,9,0,0,0
04-12 20:22:32,0,0.125,99.875,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,521,342,0,0,0,85,149,0,3221221376,6,9,0,0,0
04-12 20:22:33,0.062,0.062,99.875,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,939,564,0,0,0,122,207,0,3221221376,6,9,0,0,0
04-12 20:22:34,0,0.063,99.937,0,0,883945472,65488384000,203931648,739119104,0,0,0,0,426,334,0,0,0,88,146,0,3221221376,6,9,0,0,0
04-12 20:22:35,0,0.125,99.875,0,0,883941376,65488384000,203931648,739123200,0,0,0,0,563,668,0,0,0,96,153,0,3221221376,6,9,0,0,0
04-12 20:22:36,0,0.063,99.937,0,0,883941376,65488384000,203931648,739123200,0,0,0,0,718,564,0,0,0,89,143,0,3221221376,6,9,0,0,0
04-12 20:22:37,0.062,0.062,99.875,0,0,883941376,65488384000,203931648,739123200,0,57344,0,6,365,334,0,0,0,108,185,0,3221221376,6,9,0,0,0
04-12 20:22:38,0,0.125,99.875,0,0,883941376,65488384000,203931648,739123200,0,0,0,0,426,342,0,0,0,96,165,0,3221221376,6,9,0,0,0
04-12 20:22:39,0.062,0.062,99.875,0,0,883941376,65488384000,203931648,739123200,0,0,0,0,657,564,0,0,0,92,155,0,3221221376,6,9,0,0,0
04-12 20:22:40,0,0.063,99.937,0,0,883941376,65488384000,203931648,739123200,0,0,0,0,246,334,0,0,0,82,143,0,3221221376,6,9,0,0,0
04-12 20:22:41,0,0.063,99.937,0,0,883941376,65488384000,203931648,739123200,0,0,0,0,545,334,0,0,0,123,179,0,3221221376,6,9,0,0,0
04-12 20:22:42,0.062,0.062,99.875,0,0,883941376,65488384000,203931648,739123200,0,0,0,0,708,334,0,0,0,98,149,0,3221221376,6,9,0,0,0
