"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-13.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output direct_128.110.153.164_dstat_traffic_gen.csv",,,,"Date:","04 Dec 2019 18:37:06 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
04-12 18:37:06,0.444,0.056,99.491,0.010,0,618639360,65816723456,277950464,545763328,1170.507,554002.910,0.072,4.248,0,0,27.549,12.397,21.961,528.557,799.636,0,3221221376,6,8,0,0,0
04-12 18:37:07,0,0.062,99.938,0,0,618221568,65817137152,277950464,545775616,0,0,0,0,767,902,0,0,0,69,104,0,3221221376,6,8,0,0,0
04-12 18:37:08,0,0.188,99.812,0,0,618332160,65817026560,277950464,545775616,0,0,0,0,888,394,0,0,0,227,306,0,3221221376,6,8,0,0,0
04-12 18:37:09,0.063,0.125,99.812,0,0,617816064,65817542656,277950464,545775616,0,0,0,0,1342,334,0,0,0,142,218,0,3221221376,6,8,0,0,0
04-12 18:37:10,0,0.062,99.875,0.062,0,617816064,65817542656,277950464,545775616,0,2777088,0,464,606,334,0,0,0,298,180,0,3221221376,6,8,0,0,0
04-12 18:37:11,0,0.125,99.875,0,0,617816064,65817542656,277950464,545775616,0,0,0,0,905,342,0,0,0,68,93,0,3221221376,6,8,0,0,0
04-12 18:37:12,0,0.063,99.937,0,0,617816064,65817542656,277950464,545775616,0,0,0,0,426,334,0,0,0,55,88,0,3221221376,6,8,0,0,0
04-12 18:37:13,0.125,0.062,99.813,0,0,617943040,65817415680,277950464,545775616,0,0,0,0,1187,334,0,0,0,99,130,0,3221221376,6,8,0,0,0
04-12 18:37:14,0,0.063,99.937,0,0,617943040,65817415680,277950464,545775616,0,0,0,0,1188,394,0,0,0,87,130,0,3221221376,6,8,0,0,0
04-12 18:37:15,0,0.125,99.875,0,0,617943040,65817415680,277950464,545775616,0,0,0,0,819,334,0,0,0,64,93,0,3221221376,6,8,0,0,0
04-12 18:37:16,0,0.063,99.937,0,0,617943040,65817415680,277950464,545775616,0,32768,0,6,504,668,0,0,0,68,103,0,3221221376,6,8,0,0,0
04-12 18:37:17,0.062,0.062,99.875,0,0,617943040,65817415680,277950464,545775616,0,0,0,0,1067,413,0,0,0,66,97,0,3221221376,6,8,0,0,0
04-12 18:37:18,0,0.125,99.875,0,0,618070016,65817288704,277950464,545775616,0,0,0,0,821,334,0,0,0,94,140,0,3221221376,6,8,0,0,0
04-12 18:37:19,0,0.062,99.938,0,0,618070016,65817288704,277950464,545775616,0,0,0,0,905,334,0,0,0,62,85,0,3221221376,6,8,0,0,0
04-12 18:37:20,0.062,0.125,99.813,0,0,618070016,65817288704,277950464,545775616,0,0,0,0,888,334,0,0,0,64,90,0,3221221376,6,8,0,0,0
04-12 18:37:21,0,0.063,99.937,0,0,618070016,65817288704,277950464,545775616,0,32768,0,6,1059,334,0,0,0,79,111,0,3221221376,6,8,0,0,0
04-12 18:37:22,0,0.063,99.937,0,0,618070016,65817288704,277950464,545775616,0,0,0,0,606,342,0,0,0,74,119,0,3221221376,6,8,0,0,0
04-12 18:37:23,0,0.188,99.812,0,0,617943040,65817415680,277950464,545775616,0,0,0,0,1247,394,0,0,0,111,135,0,3221221376,6,8,0,0,0
04-12 18:37:24,0,0.062,99.938,0,0,617943040,65817415680,277950464,545775616,0,0,0,0,366,334,0,0,0,54,86,0,3221221376,6,8,0,0,0
04-12 18:37:25,0.062,0.062,99.875,0,0,617943040,65817415680,277950464,545775616,0,0,0,0,879,334,0,0,0,62,93,0,3221221376,6,8,0,0,0
04-12 18:37:26,0,0.062,99.875,0.062,0,617943040,65817415680,277950464,545775616,0,32768,0,6,581,334,0,0,0,87,140,0,3221221376,6,8,0,0,0
