"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-20.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output direct_128.110.153.188_dstat_traffic_gen.csv",,,,"Date:","04 Dec 2019 18:37:06 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
04-12 18:37:06,1.753,0.801,97.445,0.002,0,864653312,65323683840,204304384,910086144,1267.744,111136.258,0.064,3.976,0,0,29.573,29.118,28.829,704.011,3309.683,0,3221221376,7,9,1,0,0
04-12 18:37:07,1.374,0.562,98.064,0,0,865009664,65323360256,204304384,910061568,0,0,0,0,5187,5174,0,0,0,944,733,0,3221221376,7,10,0,0,0
04-12 18:37:08,0.063,0.188,99.750,0,0,864079872,65324285952,204304384,910069760,0,0,0,0,17509,4010,0,0,0,390,550,0,3221221376,7,9,0,0,0
04-12 18:37:09,1.501,0.563,97.936,0,0,865353728,65323012096,204304384,910069760,0,0,0,0,5148,4146,0,0,0,811,679,0,3221221376,7,10,0,0,0
04-12 18:37:10,1.376,0.500,98.124,0,0,866152448,65322205184,204304384,910077952,0,0,0,0,26356,5730,0,0,0,762,899,0,3221221376,7,10,0,0,0
04-12 18:37:11,0.876,0.250,98.874,0,0,865488896,65323438080,204304384,909496320,0,409600,0,32,4055,3917,0,0,0,595,503,0,3221221376,7,10,0,0,0
04-12 18:37:12,1.252,0.626,98.121,0,0,864403456,65324523520,204304384,909500416,0,0,0,0,12213,4821,0,0,0,822,892,0,3221221376,7,9,1,0,0
04-12 18:37:13,20.878,4.514,74.608,0,0,1035182080,65153744896,204304384,909504512,0,2621440,0,570,6431,4614,0,0,0,2082,204107,0,3221221376,7,10,0,0,0
04-12 18:37:14,69.750,30.250,0,0,0,1478217728,64711331840,204304384,908881920,0,0,0,0,1359,588,0,0,0,6134,2732355,0,3221221376,7,10,0,0,0
04-12 18:37:15,10.549,0.811,88.639,0,0,1540530176,64648384512,204304384,909508608,0,0,0,0,700,342,0,0,0,1695,1811,0,3221221376,7,10,0,0,0
04-12 18:37:16,0,0.125,99.812,0.062,0,1540751360,64648159232,204304384,909508608,0,1220608,0,18,623,700,0,0,0,102,161,0,3221221376,7,10,0,0,0
04-12 18:37:17,0,0.062,99.938,0,0,1540751360,64648159232,204304384,909508608,0,0,0,0,888,342,0,0,0,88,143,0,3221221376,7,10,0,0,0
04-12 18:37:18,0,0.125,99.875,0,0,1540751360,64648159232,204304384,909508608,0,0,0,0,1112,668,0,0,0,122,190,0,3221221376,7,10,0,0,0
04-12 18:37:19,0.063,0.125,99.812,0,0,1541132288,64647778304,204304384,909508608,0,0,0,0,1346,1382,0,0,0,115,192,0,3221221376,7,13,0,0,0
04-12 18:37:20,3.080,0.440,96.480,0,0,1553031168,64635875328,204304384,909512704,0,0,0,0,7377357,3773539,87,168,59,2245,1608,0,3221221376,7,42,0,0,0
04-12 18:37:21,7.358,0.768,91.875,0,0,1553158144,64635748352,204304384,909512704,0,0,0,0,30072828,15281183,300,482,241,5787,3898,0,3221221376,7,42,0,0,0
04-12 18:37:22,10.493,1.138,88.369,0,0,1553444864,64635461632,204304384,909512704,0,65536,0,8,38787806,19690244,447,636,289,7380,4886,0,3221221376,7,42,0,0,0
04-12 18:37:23,9.655,0.690,89.655,0,0,1553317888,64635588608,204304384,909512704,0,0,0,0,32781684,16644730,345,546,276,6371,4185,0,3221221376,7,42,0,0,0
04-12 18:37:24,10.838,1.197,87.965,0,0,1553444864,64635461632,204304384,909512704,0,0,0,0,41081942,20871213,437,654,326,7858,5259,0,3221221376,7,42,0,0,0
04-12 18:37:25,19.146,1.820,79.033,0,0,1553797120,64635109376,204304384,909512704,0,0,0,0,70667497,35886865,832,1101,567,13192,8909,0,3221221376,7,42,0,0,0
04-12 18:37:26,13.090,1.070,85.840,0,0,1553666048,64635240448,204304384,909512704,0,0,0,0,51484561,26129006,541,681,443,9608,6415,0,3221221376,7,42,0,0,0
04-12 18:37:27,14.286,1.327,84.387,0,0,1553666048,64635240448,204304384,909512704,0,0,0,0,65534732,33285594,656,1047,557,12311,8199,0,3221221376,7,42,0,0,0
04-12 18:37:28,18.738,1.739,79.459,0.064,0,1554145280,64634761216,204304384,909512704,0,884736,0,194,92558489,46998123,940,1462,788,17190,11676,0,3221221376,7,42,0,0,0
04-12 18:37:29,12.154,1.196,86.650,0,0,1554206720,64634699776,204304384,909512704,0,0,0,0,55223728,28057919,602,880,469,10570,7140,0,3221221376,7,42,0,0,0
04-12 18:37:30,22.502,1.697,75.801,0,0,1554104320,64634798080,204304384,909516800,0,0,0,0,103846938,52735617,1075,1632,873,19291,13156,0,3221221376,7,40,0,2,0
04-12 18:37:31,3.258,0.376,96.366,0,0,1553784832,64635113472,204304384,909520896,0,0,0,0,13190846,6699866,160,250,133,2820,1953,0,3221221376,7,11,0,31,0
04-12 18:37:32,0,0.063,99.937,0,0,1553784832,64635113472,204304384,909520896,0,0,0,0,647,366,0,0,0,84,145,0,3221221376,7,11,0,31,0
04-12 18:37:33,0,0.125,99.875,0,0,1553784832,64635113472,204304384,909520896,0,0,0,0,186,334,0,0,0,78,143,0,3221221376,7,11,0,31,0
04-12 18:37:34,0,0.125,99.875,0,0,1553784832,64635113472,204304384,909520896,0,98304,0,12,1154,334,0,0,0,125,197,0,3221221376,7,11,0,31,0
04-12 18:37:35,0.125,0.188,99.687,0,0,1553371136,64635527168,204304384,909520896,0,0,0,0,693,580,0,0,0,121,195,0,3221221376,7,11,0,31,0
04-12 18:37:36,15.519,2.003,82.478,0,0,887214080,65301446656,204304384,909758464,0,0,0,0,893,1181,0,0,0,1255,627,0,3221221376,7,10,0,31,0
04-12 18:37:37,0,0.125,99.875,0,0,887214080,65301446656,204304384,909758464,0,0,0,0,426,358,0,0,0,81,136,0,3221221376,7,10,0,31,0
04-12 18:37:38,1.188,0.500,98.311,0,0,892624896,65296035840,204304384,909758464,0,1097728,0,198,4462,3784,0,0,0,727,625,0,3221221376,7,11,0,31,0
04-12 18:37:39,0.188,0.188,99.625,0,0,888242176,65300410368,204304384,909766656,0,0,0,0,6658,55646,0,0,0,438,453,0,3221221376,7,11,0,31,0
04-12 18:37:40,0,0.125,99.875,0,0,888213504,65300434944,204308480,909766656,0,180224,0,4,7325,71386,0,0,0,258,424,0,3221221376,7,11,0,31,0
04-12 18:37:41,0.250,0.375,99.375,0,0,865820672,65322815488,204308480,909758464,0,0,0,0,4426,31987,0,0,0,376,604,0,3221221376,7,9,0,31,1
