"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node2_128.110.153.240_direct::rf8_s2_cluster4_dstat.csv",,,,"Date:","11 Dec 2019 22:31:37 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 22:31:37,6.155,0.321,93.497,0.027,0,6493179904,54045888512,307793920,6248517632,3229.633,1916081.877,0.249,7.840,0,0,155.714,136.001,129.351,2980.386,3545.167,0,3221221376,12,34,43,8,0
11-12 22:31:38,0,0.062,99.938,0,0,6492762112,54046302208,307793920,6248525824,0,0,0,0,1135,1554,0,0,0,136,226,0,3221221376,12,34,44,8,0
11-12 22:31:39,0,0.125,99.875,0,0,6492753920,54046310400,307793920,6248525824,0,0,0,0,1045,1114,0,0,0,148,255,0,3221221376,12,34,45,8,0
11-12 22:31:40,0,0.125,99.875,0,0,6491918336,54047145984,307793920,6248525824,0,0,0,0,4931,3882,2,10,0,236,353,0,3221221376,12,34,44,8,0
11-12 22:31:41,0.062,0.062,99.875,0,0,6491459584,54047604736,307793920,6248525824,0,0,0,0,1350,1216,0,0,0,140,231,0,3221221376,12,34,45,8,0
11-12 22:31:42,0,0.125,99.812,0.062,0,6491459584,54047604736,307793920,6248525824,0,155648,0,6,1494,1622,0,0,0,165,268,0,3221221376,12,34,45,8,0
11-12 22:31:43,0.062,0.125,99.812,0,0,6491451392,54047612928,307793920,6248525824,0,0,0,0,4502,3716,2,11,0,192,310,0,3221221376,12,34,45,8,0
11-12 22:31:44,0,0.125,99.875,0,0,6491451392,54047612928,307793920,6248525824,0,0,0,0,1483,1212,0,0,0,136,220,0,3221221376,12,34,44,8,0
11-12 22:31:45,0,0.063,99.937,0,0,6491443200,54047621120,307793920,6248525824,0,0,0,0,770,966,0,0,0,132,225,0,3221221376,12,34,44,8,0
11-12 22:31:46,0,0.188,99.812,0,0,6491443200,54047621120,307793920,6248525824,0,0,0,0,4309,3738,2,11,0,214,301,0,3221221376,12,34,43,8,0
11-12 22:31:47,0,0.125,99.875,0,0,6491443200,54047621120,307793920,6248525824,0,0,0,0,902,1138,0,0,0,156,277,0,3221221376,12,34,43,8,0
11-12 22:31:48,3.321,0.439,96.241,0,0,6503763968,54035296256,307798016,6248525824,0,24576,0,4,16985,13156,8,12,8,716,5567,0,3221221376,12,58,41,8,0
11-12 22:31:49,68.497,2.652,28.851,0,0,6832713728,53706321920,307798016,6248550400,0,0,0,0,3642952,4910939,385,645,397,11739,25977,0,3221221376,12,74,41,8,0
11-12 22:31:50,94.714,2.832,2.454,0,0,7254601728,53284433920,307798016,6248550400,0,0,0,0,8256691,12290488,1003,1625,1520,17196,17328,0,3221221376,12,74,41,8,0
11-12 22:31:51,93.400,3.897,2.703,0,0,7819051008,52719984640,307798016,6248550400,0,0,0,0,11681970,17056242,1278,2041,2067,21646,21344,0,3221221376,12,74,41,8,0
11-12 22:31:52,81.509,2.264,16.226,0,0,7988719616,52550316032,307798016,6248550400,0,0,0,0,8839869,13174113,1042,1792,1524,18096,19256,0,3221221376,12,74,42,8,0
11-12 22:31:53,75.782,4.130,20.088,0,0,8269406208,52269629440,307798016,6248550400,0,0,0,0,19284858,26978723,2417,2761,3040,30511,34659,0,3221221376,12,74,41,8,0
11-12 22:31:54,72.468,4.810,22.722,0,0,8739778560,51799252992,307798016,6248554496,0,114688,0,6,22522201,30680760,2603,3069,3115,33608,36844,0,3221221376,12,74,42,8,0
11-12 22:31:55,78.874,3.605,17.521,0,0,8783396864,51755630592,307798016,6248558592,0,0,0,0,25955012,35736988,3293,3849,3223,39146,44461,0,3221221376,12,74,42,8,0
