"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-36.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node36_128.110.153.187_solrj::rf8_s2_cluster4_dstat.csv",,,,"Date:","12 Dec 2019 02:02:26 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
12-12 02:02:26,0.682,0.205,99.110,0.003,0,672620544,64579260416,233562112,1775022080,3074.964,308678.391,0.238,5.193,0,0,12.043,12.292,12.077,349.282,3958.268,0,3221221376,10,9,0,1,0
12-12 02:02:27,0.062,0.062,99.875,0,0,672362496,64579514368,233562112,1775022080,0,0,0,0,545,910,0,0,0,99,164,0,3221221376,10,9,0,1,0
12-12 02:02:28,1.565,0.564,97.871,0,0,673808384,64578318336,233562112,1774772224,0,229376,0,18,5679,5720,0,0,0,979,857,0,3221221376,10,9,1,1,0
12-12 02:02:29,0,0.063,99.937,0,0,672456704,64579670016,233562112,1774772224,0,0,0,0,611,374,0,0,0,179,212,0,3221221376,10,9,0,1,0
12-12 02:02:30,0.062,0.125,99.813,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,186,334,0,0,0,109,203,0,3221221376,10,9,0,1,0
12-12 02:02:31,0,0.063,99.937,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,887,334,0,0,0,90,149,0,3221221376,10,9,0,1,0
12-12 02:02:32,0,0.125,99.875,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,1480,564,0,0,0,106,163,0,3221221376,10,9,0,1,0
12-12 02:02:33,0.062,0.062,99.875,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,365,334,0,0,0,82,145,0,3221221376,10,9,0,1,0
12-12 02:02:34,0,0.125,99.875,0,0,672440320,64579686400,233562112,1774772224,0,163840,0,4,392,412,0,0,0,127,209,0,3221221376,10,9,0,1,0
12-12 02:02:35,0,0.063,99.937,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,597,580,0,0,0,103,201,0,3221221376,10,9,0,1,0
12-12 02:02:36,0,0.125,99.875,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,246,334,0,0,0,81,145,0,3221221376,10,9,0,1,0
12-12 02:02:37,0.062,0.062,99.875,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,1059,334,0,0,0,97,153,0,3221221376,10,9,0,1,0
12-12 02:02:38,0,0.063,99.937,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,366,334,0,0,0,100,182,0,3221221376,10,9,0,1,0
12-12 02:02:39,0.062,0.125,99.812,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,840,650,0,0,0,105,216,0,3221221376,10,9,0,1,0
12-12 02:02:40,0,0.062,99.875,0.062,0,672440320,64579686400,233562112,1774772224,0,24576,0,4,126,334,0,0,0,89,154,0,3221221376,10,9,0,1,0
12-12 02:02:41,0.062,0.125,99.813,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,425,350,0,0,0,85,143,0,3221221376,10,9,0,1,0
12-12 02:02:42,0,0.125,99.875,0,0,672440320,64579686400,233562112,1774772224,0,0,0,0,358,564,0,0,0,101,205,0,3221221376,10,9,0,1,0
