"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output solrj_128.110.153.162_dstat_traffic_gen.csv",,,,"Date:","05 Dec 2019 16:43:46 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
05-12 16:43:46,9.574,0.251,90.149,0.026,0,2927763456,60793028608,404631552,2989912064,4467.421,2533978.501,0.107,8.764,0,0,80.489,69.392,78.243,2258.353,3086.841,0,3221221376,11,4297,0,11097,0
05-12 16:43:47,2.442,3.632,93.926,0,0,2938109952,60782678016,404631552,2989916160,0,0,0,0,132781,133538,98,76,83,3510,6585,0,3221221376,11,4501,0,11063,0
05-12 16:43:48,1.377,3.066,95.557,0,0,2951020544,60769767424,404631552,2989916160,0,0,0,0,122754,122340,99,107,112,3214,5986,0,3221221376,11,4656,0,10918,0
05-12 16:43:49,1.130,3.202,95.606,0.063,0,2973843456,60746944512,404631552,2989916160,0,573440,0,92,139392,139264,88,81,87,3438,6863,0,3221221376,11,4929,0,10863,0
05-12 16:43:50,1.688,3.500,94.812,0,0,2994126848,60726661120,404631552,2989916160,0,0,0,0,131434,131434,112,101,113,3500,6455,0,3221221376,11,5153,0,10821,0
05-12 16:43:51,1.571,3.143,95.286,0,0,3020189696,60700598272,404631552,2989916160,0,0,0,0,132604,131534,82,87,84,3284,6708,0,3221221376,11,5379,0,10805,0
05-12 16:43:52,5.479,3.549,90.971,0,0,3048099840,60672688128,404631552,2989916160,0,0,0,0,130252,129984,103,91,107,3480,7323,0,3221221376,11,5616,0,10774,0
05-12 16:43:53,1.628,3.444,94.928,0,0,3073826816,60646961152,404631552,2989916160,0,0,0,0,128221,127182,97,90,118,3405,6325,0,3221221376,11,5827,0,10771,0
05-12 16:43:54,2.623,3.810,93.567,0,0,3102048256,60618739712,404631552,2989916160,0,0,0,0,136961,136464,99,92,85,3774,6900,0,3221221376,11,6063,0,10733,0
05-12 16:43:55,2.314,4.315,93.371,0,0,3129163776,60591624192,404631552,2989916160,0,24576,0,4,121578,121268,90,105,85,3790,6106,0,3221221376,11,6286,0,10717,0
05-12 16:43:56,1.623,4.619,93.758,0,0,3150282752,60570505216,404631552,2989916160,0,0,0,0,133260,132926,108,91,93,3812,6665,0,3221221376,11,5680,0,9389,0
05-12 16:43:57,5.444,3.379,91.176,0,0,3188211712,60532576256,404631552,2989916160,0,0,0,0,140454,139918,96,93,103,3819,7180,0,3221221376,11,6732,0,8225,0
05-12 16:43:58,1.627,3.379,94.994,0,0,3208855552,60511899648,404631552,2989916160,0,0,0,0,125721,125280,89,86,100,3318,6131,0,3221221376,11,6610,0,7850,0
05-12 16:43:59,1.503,3.632,94.865,0,0,3228934144,60491722752,404631552,2989916160,0,0,0,0,131349,130444,105,111,82,3630,6391,0,3221221376,11,7156,0,2683,0
05-12 16:44:00,1.631,2.447,95.922,0,0,3249496064,60471062528,404631552,2989916160,0,0,0,0,138884,138482,97,98,90,3221,6849,0,3221221376,11,7424,0,2690,0
05-12 16:44:01,1.940,3.004,95.056,0,0,3269500928,60450922496,404631552,2989920256,0,65536,0,8,149901,149976,117,116,128,3594,7372,0,3221221376,11,7663,0,6,0
05-12 16:44:02,1.626,2.689,95.685,0,0,3283550208,60436807680,404631552,2989920256,0,0,0,0,137802,137636,86,108,89,3223,6684,0,3221221376,11,7885,0,6,0
05-12 16:44:03,1.563,2.627,95.810,0,0,3303460864,60416864256,404631552,2989920256,0,0,0,0,125473,125418,93,93,86,2939,6211,0,3221221376,11,8045,0,4,0
05-12 16:44:04,0.125,1.752,98.123,0,0,3302584320,60417675264,404631552,2989920256,0,0,0,0,14243,14045,10,9,15,835,870,0,3221221376,11,8053,0,4,0
05-12 16:44:05,1.503,2.379,96.118,0,0,3317129216,60403097600,404631552,2989920256,0,8192,0,2,87291,98129,51,43,33,1258,3566,0,3221221376,11,8209,0,4,0
05-12 16:44:06,1.876,2.502,95.622,0,0,3337482240,60382580736,404631552,2989920256,0,0,0,0,124120,123650,80,99,99,3010,6229,0,3221221376,11,8407,0,4,0
05-12 16:44:07,1.377,2.315,96.308,0,0,3356999680,60362997760,404631552,2989920256,0,0,0,0,119559,117874,84,81,93,2796,5963,0,3221221376,11,8605,0,2,0
05-12 16:44:08,1.126,2.441,96.370,0.063,0,3377754112,60342140928,404631552,2989924352,0,57344,0,6,116218,113906,77,70,80,2635,5658,0,3221221376,11,8819,0,2,0
