"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-39.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node39_128.110.153.222_direct::rf32_s1_cluster16_dstat.csv",,,,"Date:","19 Dec 2019 15:52:52 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
19-12 15:52:52,1.835,1.067,97.095,0.003,0,963829760,64145756160,246489088,1902436352,1005.791,112290.123,0.078,4.096,0,0,1.665,1.592,1.592,299.829,761.486,0,3221221376,6,10,0,0,0
19-12 15:52:53,8.468,4.857,86.675,0,0,962854912,64146747392,246489088,1902411776,0,0,0,0,3971,4228,0,0,0,1224,481,0,3221221376,6,10,0,0,0
19-12 15:52:54,9.794,5.115,85.090,0,0,962613248,64147435520,246489088,1901969408,0,0,0,0,3633,3399,0,0,0,1773,880,0,3221221376,6,9,0,0,0
19-12 15:52:55,8.380,4.378,87.242,0,0,962727936,64147316736,246489088,1901969408,0,2441216,0,492,306,350,0,0,0,1067,155,0,3221221376,6,9,0,0,0
19-12 15:52:56,8.620,4.247,87.133,0,0,962727936,64147316736,246489088,1901969408,0,0,0,0,425,358,0,0,0,836,142,0,3221221376,6,9,0,0,0
19-12 15:52:57,7.740,5.119,87.141,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,366,350,0,0,0,857,196,0,3221221376,6,9,0,0,0
19-12 15:52:58,8,4.750,87.250,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,477,580,0,0,0,834,143,0,3221221376,6,9,0,0,0
19-12 15:52:59,8.495,4.372,87.133,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,366,350,0,0,0,829,137,0,3221221376,6,9,0,0,0
19-12 15:53:00,8.682,4.122,87.196,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,587,350,0,0,0,832,151,0,3221221376,6,9,0,0,0
19-12 15:53:01,7.933,4.934,87.133,0,0,962719744,64147324928,246489088,1901969408,0,24576,0,4,538,640,0,0,0,865,192,0,3221221376,6,9,0,0,0
19-12 15:53:02,7.562,5.188,87.250,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,485,358,0,0,0,841,159,0,3221221376,6,9,0,0,0
19-12 15:53:03,8.302,4.619,87.079,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,460,350,0,0,0,840,157,0,3221221376,6,9,0,0,0
19-12 15:53:04,7.558,5.247,87.196,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,871,580,0,0,0,835,145,0,3221221376,6,9,0,0,0
19-12 15:53:05,7.553,5.306,87.141,0,0,962719744,64147324928,246489088,1901969408,0,245760,0,42,520,350,0,0,0,874,181,0,3221221376,6,9,0,0,0
19-12 15:53:06,8.062,4.750,87.188,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,185,358,0,0,0,829,140,0,3221221376,6,9,0,0,0
19-12 15:53:07,7.678,5.119,87.141,0.062,0,962719744,64147324928,246489088,1901969408,0,32768,0,4,708,350,0,0,0,856,176,0,3221221376,6,9,0,0,0
19-12 15:53:08,7.558,5.309,87.133,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,477,588,0,0,0,834,145,0,3221221376,6,9,0,0,0
19-12 15:53:09,7.850,5.171,86.978,0,0,962719744,64147324928,246489088,1901969408,0,0,0,0,246,454,0,0,0,863,182,0,3221221376,6,9,0,0,0
