"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node3_128.110.153.108_direct::rf32_s1_cluster16_dstat.csv",,,,"Date:","19 Dec 2019 15:52:52 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
19-12 15:52:52,0.760,0.124,99.107,0.009,0,34424123392,26975182848,291913728,5447950336,2561.962,754475.673,0.125,6.615,0,0,39.002,42.407,33.012,882.680,1138.166,0,3221221376,8,10,40,0,0
19-12 15:52:53,0.062,0.062,99.875,0,0,34423812096,26975490048,291913728,5447954432,0,0,0,0,486,984,0,0,0,107,187,0,3221221376,8,10,41,0,0
19-12 15:52:54,0,0.063,99.937,0,0,34423779328,26975522816,291913728,5447954432,0,180224,0,8,739,956,0,0,0,112,228,0,3221221376,8,10,42,0,0
19-12 15:52:55,0,0.125,99.875,0,0,34423779328,26975522816,291913728,5447954432,0,0,0,0,1022,972,0,0,0,106,182,0,3221221376,8,10,43,0,0
19-12 15:52:56,0.125,0.062,99.812,0,0,34423779328,26975522816,291913728,5447954432,0,0,0,0,859,1104,0,0,0,130,280,0,3221221376,8,10,43,0,0
19-12 15:52:57,0,0.062,99.938,0,0,34423779328,26975522816,291913728,5447954432,0,0,0,0,306,408,0,0,0,93,190,0,3221221376,8,10,44,0,0
19-12 15:52:58,0.062,0.125,99.812,0,0,34423779328,26975522816,291913728,5447954432,0,0,0,0,1293,1430,0,0,0,149,197,0,3221221376,8,10,44,0,0
19-12 15:52:59,0,0.125,99.875,0,0,34423779328,26975522816,291913728,5447954432,0,0,0,0,366,408,0,0,0,95,162,0,3221221376,8,10,44,0,0
19-12 15:53:00,0.062,0.062,99.875,0,0,34423779328,26975522816,291913728,5447954432,0,24576,0,4,1021,882,0,0,0,133,224,0,3221221376,8,10,45,0,0
19-12 15:53:01,0.062,0.125,99.812,0,0,34423779328,26975522816,291913728,5447954432,0,0,0,0,680,1120,0,0,0,138,205,0,3221221376,8,10,46,0,0
