"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-7.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node7_128.110.153.184_direct::rf32_s1_cluster16_dstat.csv",,,,"Date:","19 Dec 2019 15:52:53 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
19-12 15:52:53,1.902,0.132,97.955,0.012,0,34424369152,26201227264,330973184,6137987072,1015.662,719035.165,0.079,5.283,0,0,47.705,50.281,52.790,1168.539,1501.586,0,3221221376,8,11,42,0,0
19-12 15:52:54,0,0.062,99.938,0,0,34424344576,26201247744,330973184,6137991168,0,0,0,0,426,984,0,0,0,94,164,0,3221221376,8,11,42,0,0
19-12 15:52:55,0,0.125,99.875,0,0,34424328192,26201264128,330973184,6137991168,0,155648,0,6,587,482,0,0,0,126,211,0,3221221376,8,11,42,0,0
19-12 15:52:56,0,0.125,99.875,0,0,34424328192,26201264128,330973184,6137991168,0,0,0,0,306,424,0,0,0,86,148,0,3221221376,8,11,42,0,0
19-12 15:52:57,0,0.063,99.937,0,0,34424320000,26201272320,330973184,6137991168,0,0,0,0,425,630,0,0,0,104,189,0,3221221376,8,11,43,0,0
19-12 15:52:58,0,0.125,99.875,0,0,34424295424,26201296896,330973184,6137991168,0,0,0,0,366,482,0,0,0,93,162,0,3221221376,8,11,43,0,0
19-12 15:52:59,0,0.063,99.937,0,0,34424295424,26201296896,330973184,6137991168,0,0,0,0,365,556,0,0,0,106,189,0,3221221376,8,11,44,0,0
19-12 15:53:00,0.063,0.063,99.875,0,0,34422640640,26202951680,330973184,6137991168,0,0,0,0,906,1051,0,0,0,174,297,0,3221221376,8,10,44,0,0
19-12 15:53:01,0,0.062,99.875,0.062,0,34422333440,26203291648,330973184,6137991168,0,65536,0,4,245,482,0,0,0,95,173,0,3221221376,8,10,45,0,0
19-12 15:53:02,0.063,0.063,99.812,0.063,0,34422439936,26203181056,330977280,6137991168,0,2007040,0,444,478,802,0,0,0,679,282,0,3221221376,8,10,46,0,0
19-12 15:53:03,0,0.125,99.875,0,0,34422702080,26202918912,330977280,6137991168,0,0,0,0,485,572,0,0,0,125,201,0,3221221376,8,10,45,0,0
19-12 15:53:04,19.349,1.064,79.587,0,0,34430427136,26195189760,330977280,6137995264,0,0,0,0,522318,4014719,294,315,287,7593,23832,0,3221221376,8,26,45,1014,3
19-12 15:53:05,61.733,4.934,33.333,0,0,34488225792,26137378816,330977280,6138007552,0,0,0,0,2550631,19754176,1251,1517,1354,27697,59397,0,3221221376,8,24,43,7552,7
19-12 15:53:07,36.683,9.185,54.132,0,0,34502074368,26123530240,330977280,6138007552,0,131072,0,12,5976853,45965616,3140,3121,3033,60737,134021,0,3221221376,8,22,42,11302,5
19-12 15:53:09,20.793,9.950,69.256,0,0,34504970240,26120626176,330977280,6138015744,0,8192,0,2,5898133,45106733,2937,3054,3035,58054,128713,0,3221221376,8,16,41,13519,6
19-12 15:53:10,16.790,9.975,73.235,0,0,34491379712,26134216704,330977280,6138015744,0,0,0,0,4121694,31375808,2146,1886,2176,40065,88599,0,3221221376,8,16,42,14144,4
19-12 15:53:11,18.282,7.692,74.026,0,0,34491965440,26133630976,330977280,6138015744,0,409600,0,96,2113659,16013534,1107,1104,1067,20394,46290,0,3221221376,8,14,41,15383,5
19-12 15:53:12,17.165,8.074,74.762,0,0,34492526592,26133069824,330977280,6138015744,0,0,0,0,3270257,24824299,1621,1699,1644,31665,70388,0,3221221376,8,11,42,17003,5
19-12 15:53:13,17.072,9.143,73.721,0.064,0,34493067264,26132529152,330977280,6138015744,0,57344,0,6,3258535,24741552,1702,1626,1692,31535,70019,0,3221221376,8,17,43,18352,1
19-12 15:53:14,16.398,10.006,73.596,0,0,34493153280,26132443136,330977280,6138015744,0,0,0,0,3357672,25464401,1727,1729,1699,32233,71866,0,3221221376,8,13,43,19242,3
19-12 15:53:15,13.657,8.807,77.537,0,0,34493427712,26132168704,330977280,6138015744,0,0,0,0,2578967,19530768,1262,1233,1377,25336,55424,0,3221221376,8,10,44,19258,0
19-12 15:53:16,0.187,3.310,96.502,0,0,34493427712,26132168704,330977280,6138015744,0,163840,0,36,640,604,0,0,0,246,165,0,3221221376,8,10,44,19258,0
19-12 15:53:17,0.188,3.252,96.560,0,0,34493427712,26132168704,330977280,6138015744,0,0,0,0,365,662,0,0,0,230,160,0,3221221376,8,10,45,19258,0
19-12 15:53:18,0.125,3.500,96.375,0,0,34493423616,26132168704,330977280,6138019840,0,0,0,0,486,654,0,0,0,237,158,0,3221221376,8,10,46,19258,0
19-12 15:53:19,0.188,3.752,96.060,0,0,34493423616,26132168704,330977280,6138019840,0,49152,0,6,797,700,0,0,0,282,207,0,3221221376,8,10,45,19258,0
19-12 15:53:20,0.188,3.250,96.562,0,0,34493423616,26132168704,330977280,6138019840,0,0,0,0,708,514,0,0,0,261,228,0,3221221376,8,10,45,19258,0
19-12 15:53:21,0.250,3.438,96.312,0,0,34493423616,26132168704,330977280,6138019840,0,8192,0,2,545,506,0,0,0,242,161,0,3221221376,8,10,44,19258,0
19-12 15:53:22,0.125,3.312,96.562,0,0,34493423616,26132168704,330977280,6138019840,0,0,0,0,418,670,0,0,0,230,154,0,3221221376,8,10,44,19258,0
19-12 15:53:23,0.250,3.189,96.560,0,0,34493423616,26132168704,330977280,6138019840,0,0,0,0,725,432,0,0,0,252,195,0,3221221376,8,10,42,19258,0
19-12 15:53:24,0.188,3.375,96.438,0,0,34493423616,26132168704,330977280,6138019840,0,0,0,0,1251,580,0,0,0,261,210,0,3221221376,8,10,42,19258,0
19-12 15:53:25,0.188,3.315,96.498,0,0,34493423616,26132168704,330977280,6138019840,0,24576,0,4,707,654,0,0,0,262,214,0,3221221376,8,10,43,19258,0
19-12 15:53:26,0.188,3.375,96.438,0,0,34493423616,26132168704,330977280,6138019840,0,16384,0,4,246,514,0,0,0,244,178,0,3221221376,8,10,43,19258,0
19-12 15:53:27,0.125,3.440,96.435,0,0,34493423616,26132168704,330977280,6138019840,0,0,0,0,425,366,0,0,0,246,186,0,3221221376,8,10,43,19258,0
19-12 15:53:28,0.250,3.500,96.250,0,0,34493423616,26132168704,330977280,6138019840,0,0,0,0,606,1086,0,0,0,292,210,0,3221221376,8,10,42,19258,0
19-12 15:53:29,0.125,3.312,96.562,0,0,34493685760,26131906560,330977280,6138019840,0,0,0,0,665,564,0,0,0,357,222,0,3221221376,8,10,42,19258,0
19-12 15:53:30,0.125,2.686,97.189,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,940,580,0,0,0,240,236,0,3221221376,8,10,42,19258,0
19-12 15:53:31,0.125,2.562,97.312,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,707,432,0,0,0,214,193,0,3221221376,8,10,43,19258,0
19-12 15:53:32,0.125,2.625,97.188,0.062,0,34493677568,26131914752,330977280,6138019840,0,24576,0,4,478,958,0,0,0,238,197,0,3221221376,8,10,43,19258,0
19-12 15:53:33,0.125,2.562,97.312,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,605,588,0,0,0,199,151,0,3221221376,8,10,44,19258,0
19-12 15:53:34,0.125,2.564,97.311,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,666,580,0,0,0,199,147,0,3221221376,8,10,44,19258,0
19-12 15:53:35,0.063,2.627,97.311,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,485,432,0,0,0,232,231,0,3221221376,8,10,45,19258,0
19-12 15:53:36,0.188,2.562,97.250,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,612,646,0,0,0,235,189,0,3221221376,8,10,43,19258,0
19-12 15:53:37,0.187,2.561,97.252,0,0,34493677568,26131914752,330977280,6138019840,0,16384,0,4,639,358,0,0,0,203,158,0,3221221376,8,10,43,19258,0
19-12 15:53:38,0.125,2.814,97.061,0,0,34493677568,26131914752,330977280,6138019840,0,24576,0,4,648,588,0,0,0,224,176,0,3221221376,8,10,44,19258,0
19-12 15:53:39,0.125,3.630,96.245,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,305,588,0,0,0,256,186,0,3221221376,8,10,45,19258,0
19-12 15:53:40,0.188,3.250,96.562,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,641,506,0,0,0,237,176,0,3221221376,8,10,45,19258,0
19-12 15:53:41,0.188,3.250,96.562,0,0,34493677568,26131914752,330977280,6138019840,0,0,0,0,365,654,0,0,0,223,148,0,3221221376,8,10,45,19258,0
19-12 15:53:42,0.188,3.315,96.498,0,0,34493644800,26131947520,330977280,6138019840,0,0,0,0,943,810,0,0,0,492,274,0,3221221376,8,10,44,19258,0
19-12 15:53:43,0.188,3.377,96.435,0,0,34493644800,26131947520,330977280,6138019840,0,0,0,0,707,506,0,0,0,249,192,0,3221221376,8,10,45,19258,0
19-12 15:53:44,0.187,3.745,96.005,0.062,0,34493644800,26131947520,330977280,6138019840,0,90112,0,4,426,654,0,0,0,290,211,0,3221221376,8,10,44,19258,0
19-12 15:53:45,0.188,3.752,96.060,0,0,34493644800,26131947520,330977280,6138019840,0,0,0,0,579,440,0,0,0,254,169,0,3221221376,8,10,44,19258,0
19-12 15:53:46,0.187,3.371,96.442,0,0,34493640704,26131947520,330977280,6138023936,0,0,0,0,606,654,0,0,0,257,179,0,3221221376,8,10,43,19258,0
19-12 15:53:47,0.125,3.440,96.435,0,0,34493640704,26131947520,330977280,6138023936,0,0,0,0,605,432,0,0,0,256,196,0,3221221376,8,10,43,19258,0
