"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-21.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node21_128.110.153.227_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 18:00:46 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 18:00:46,0.682,0.173,99.139,0.005,0,601194496,63308337152,258314240,3016327168,3412.138,408608.795,0.263,5.572,0,0,15.322,13.449,25.125,414.141,3103.905,0,3221221376,6,11,0,0,0
11-12 18:00:47,1.062,0.562,98.375,0,0,600453120,63309070336,258314240,3016335360,0,16384,0,2,4432,5856,0,0,0,737,631,0,3221221376,6,11,0,0,0
11-12 18:00:48,1.190,0.689,98.121,0,0,599265280,63310254080,258314240,3016339456,0,0,0,0,3268,3445,0,0,0,737,788,0,3221221376,6,10,0,0,0
11-12 18:00:49,0.062,0.125,99.812,0,0,599265280,63310254080,258314240,3016339456,0,0,0,0,551,684,0,0,0,69,109,0,3221221376,6,10,0,0,0
11-12 18:00:50,0,0.188,99.750,0.062,0,599261184,63310254080,258318336,3016339456,0,188416,0,12,921,668,0,0,0,83,122,0,3221221376,6,10,0,0,0
11-12 18:00:51,0,0.125,99.875,0,0,599261184,63310254080,258318336,3016339456,0,0,0,0,491,684,0,0,0,82,126,0,3221221376,6,10,0,0,0
11-12 18:00:52,0,0.125,99.875,0,0,599261184,63310254080,258318336,3016339456,0,0,0,0,510,866,0,0,0,71,107,0,3221221376,6,9,0,1,0
11-12 18:00:53,0,0.125,99.875,0,0,599261184,63310254080,258318336,3016339456,0,0,0,0,671,772,0,0,0,68,101,0,3221221376,6,9,0,1,0
11-12 18:00:54,0,0.188,99.812,0,0,599261184,63310254080,258318336,3016339456,0,0,0,0,192,668,0,0,0,61,96,0,3221221376,6,9,0,1,0
11-12 18:00:55,0,0.125,99.875,0,0,599252992,63310262272,258318336,3016339456,0,0,0,0,311,668,0,0,0,84,139,0,3221221376,6,9,0,1,0
11-12 18:00:56,0,0.188,99.812,0,0,599252992,63310262272,258318336,3016339456,0,32768,0,6,654,684,0,0,0,80,118,0,3221221376,6,9,0,1,0
11-12 18:00:57,0,0.125,99.875,0,0,599252992,63310262272,258318336,3016339456,0,0,0,0,671,744,0,0,0,68,97,0,3221221376,6,9,0,1,0
11-12 18:00:58,0.063,0.125,99.812,0,0,599252992,63310262272,258318336,3016339456,0,122880,0,26,646,684,0,0,0,87,113,0,3221221376,6,9,0,1,0
11-12 18:00:59,0.062,0.125,99.812,0,0,599252992,63310262272,258318336,3016339456,0,0,0,0,885,684,0,0,0,90,140,0,3221221376,6,9,0,1,0
11-12 18:01:00,0,0.125,99.875,0,0,599252992,63310262272,258318336,3016339456,0,0,0,0,432,668,0,0,0,66,95,0,3221221376,6,9,0,1,0
11-12 18:01:01,0,0.125,99.812,0.062,0,599252992,63310262272,258318336,3016339456,0,32768,0,4,551,668,0,0,0,71,100,0,3221221376,6,9,0,1,0
