"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-20.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node20_128.110.153.166_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 18:00:46 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 18:00:46,0.644,0.165,99.186,0.005,0,598695936,63320940544,258248704,3006468096,3415.669,406376.977,0.263,5.486,0,0,24.199,12.257,11.965,378.265,3065.341,0,3221221376,6,11,0,0,0
11-12 18:00:47,0.125,0.188,99.688,0,0,596987904,63322636288,258248704,3006464000,0,0,0,0,3874,5582,0,0,0,422,424,0,3221221376,6,11,0,0,0
11-12 18:00:48,1.127,0.501,98.372,0,0,596672512,63322947584,258248704,3006468096,0,0,0,0,3772,3759,0,0,0,827,821,0,3221221376,6,10,0,0,0
11-12 18:00:49,0.062,0.125,99.813,0,0,596369408,63323250688,258248704,3006468096,0,0,0,0,551,684,0,0,0,75,114,0,3221221376,6,10,0,0,0
11-12 18:00:50,0,0.125,99.875,0,0,596365312,63323250688,258252800,3006468096,0,1867776,0,386,921,668,0,0,0,249,134,0,3221221376,6,10,0,0,0
11-12 18:00:51,0,0.188,99.812,0,0,596365312,63323250688,258252800,3006468096,0,0,0,0,623,816,0,0,0,98,149,0,3221221376,6,9,0,1,0
11-12 18:00:52,0.062,0.062,99.875,0,0,596365312,63323250688,258252800,3006468096,0,0,0,0,312,668,0,0,0,66,109,0,3221221376,6,9,0,1,0
11-12 18:00:53,0,0.187,99.813,0,0,596361216,63323250688,258252800,3006472192,0,0,0,0,671,668,0,0,0,71,109,0,3221221376,6,9,0,1,0
11-12 18:00:54,0,0.125,99.875,0,0,596361216,63323250688,258252800,3006472192,0,0,0,0,204,1002,0,0,0,72,115,0,3221221376,6,9,0,1,0
11-12 18:00:55,0.062,0.125,99.812,0,0,596361216,63323250688,258252800,3006472192,0,0,0,0,251,668,0,0,0,79,139,0,3221221376,6,9,0,1,0
11-12 18:00:56,0,0.125,99.875,0,0,596361216,63323250688,258252800,3006472192,0,65536,0,6,372,684,0,0,0,82,125,0,3221221376,6,9,0,1,0
11-12 18:00:57,0.062,0.125,99.812,0,0,596361216,63323250688,258252800,3006472192,0,0,0,0,893,684,0,0,0,78,115,0,3221221376,6,9,0,1,0
11-12 18:00:58,0,0.125,99.875,0,0,596361216,63323250688,258252800,3006472192,0,0,0,0,646,668,0,0,0,71,111,0,3221221376,6,9,0,1,0
11-12 18:00:59,0,0.188,99.812,0,0,596361216,63323250688,258252800,3006472192,0,0,0,0,765,668,0,0,0,91,143,0,3221221376,6,9,0,1,0
11-12 18:01:00,0,0.125,99.875,0,0,596361216,63323250688,258252800,3006472192,0,0,0,0,504,1336,0,0,0,74,105,0,3221221376,6,9,0,1,0
11-12 18:01:01,0.062,0.125,99.750,0.062,0,596361216,63323250688,258256896,3006468096,0,32768,0,4,551,668,0,0,0,79,117,0,3221221376,6,9,0,1,0
11-12 18:01:02,0,0.188,99.812,0,0,596357120,63323250688,258256896,3006472192,0,0,0,0,766,700,0,0,0,76,116,0,3221221376,6,9,0,1,0
11-12 18:01:03,0,0.125,99.875,0,0,596357120,63323250688,258256896,3006472192,0,0,0,0,911,668,0,0,0,89,137,0,3221221376,6,9,0,1,0
11-12 18:01:04,0.062,0.125,99.812,0,0,596357120,63323250688,258256896,3006472192,0,0,0,0,132,668,0,0,0,72,110,0,3221221376,6,9,0,1,0
11-12 18:01:05,0,0.125,99.875,0,0,596357120,63323250688,258256896,3006472192,0,0,0,0,1253,668,0,0,0,81,111,0,3221221376,6,9,0,1,0
11-12 18:01:06,0,0.125,99.875,0,0,596357120,63323250688,258256896,3006472192,0,0,0,0,920,1230,0,0,0,108,137,0,3221221376,6,9,0,1,0
11-12 18:01:07,0.062,0.188,99.750,0,0,596103168,63323504640,258256896,3006472192,0,32768,0,4,491,684,0,0,0,92,156,0,3221221376,6,9,0,1,0
11-12 18:01:08,0,0.125,99.875,0,0,596103168,63323504640,258256896,3006472192,0,0,0,0,192,684,0,0,0,66,107,0,3221221376,6,9,0,1,0
11-12 18:01:09,0.062,0.125,99.813,0,0,596103168,63323504640,258256896,3006472192,0,0,0,0,776,668,0,0,0,74,117,0,3221221376,6,9,0,1,0
11-12 18:01:10,0,0.125,99.875,0,0,596103168,63323504640,258256896,3006472192,0,0,0,0,852,668,0,0,0,77,112,0,3221221376,6,9,0,1,0
11-12 18:01:11,0,0.125,99.875,0,0,596103168,63323504640,258256896,3006472192,0,0,0,0,825,668,0,0,0,86,137,0,3221221376,6,9,0,1,0
11-12 18:01:12,0,0.125,99.813,0.062,0,596099072,63323504640,258260992,3006472192,0,57344,0,6,1113,1002,0,0,0,92,135,0,3221221376,6,9,0,1,0
11-12 18:01:13,0.062,0.125,99.812,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,443,1050,0,0,0,70,113,0,3221221376,6,9,0,1,0
11-12 18:01:14,0,0.188,99.812,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,586,668,0,0,0,80,122,0,3221221376,6,9,0,1,0
11-12 18:01:15,0.062,0.125,99.812,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,731,668,0,0,0,88,135,0,3221221376,6,9,0,1,0
11-12 18:01:16,0,0.125,99.875,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,552,668,0,0,0,72,107,0,3221221376,6,9,0,1,0
11-12 18:01:17,0,0.125,99.875,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,371,668,0,0,0,68,105,0,3221221376,6,9,0,1,0
11-12 18:01:18,0,0.125,99.875,0,0,596094976,63323504640,258260992,3006476288,0,32768,0,4,1169,684,0,0,0,92,131,0,3221221376,6,9,0,1,0
11-12 18:01:19,0.062,0.125,99.813,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,611,684,0,0,0,82,129,0,3221221376,6,9,0,1,0
11-12 18:01:20,0,0.188,99.812,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,192,668,0,0,0,66,105,0,3221221376,6,9,0,1,0
11-12 18:01:21,0.062,0.125,99.812,0,0,596094976,63323504640,258260992,3006476288,0,32768,0,4,431,668,0,0,0,73,105,0,3221221376,6,9,0,1,0
11-12 18:01:22,0,0.125,99.875,0,0,596094976,63323504640,258260992,3006476288,0,0,0,0,646,700,0,0,0,78,117,0,3221221376,6,9,0,1,0
11-12 18:01:23,0,0.125,99.875,0,0,596094976,63323504640,258260992,3006476288,0,65536,0,6,431,668,0,0,0,92,151,0,3221221376,6,9,0,1,0
11-12 18:01:24,0,0.188,99.812,0,0,596090880,63323504640,258260992,3006480384,0,0,0,0,312,700,0,0,0,75,121,0,3221221376,6,9,0,1,0
11-12 18:01:25,1.312,0.500,98.188,0,0,598724608,63320870912,258260992,3006484480,0,0,0,0,5046,5067,0,0,0,863,610,0,3221221376,6,10,0,1,0
11-12 18:01:26,0.188,0.125,99.687,0,0,597164032,63322431488,258260992,3006480384,0,1163264,0,264,2781,3470,0,0,0,410,380,0,3221221376,6,10,0,1,0
11-12 18:01:27,1.313,0.625,98.061,0,0,596398080,63323197440,258260992,3006476288,0,0,0,0,4237,4187,0,0,0,902,854,0,3221221376,6,9,0,1,0
11-12 18:01:28,0.062,0.125,99.812,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,312,708,0,0,0,69,115,0,3221221376,6,9,0,1,0
11-12 18:01:29,0,0.125,99.812,0.062,0,596180992,63323414528,258260992,3006480384,0,106496,0,4,731,684,0,0,0,81,124,0,3221221376,6,9,0,1,0
11-12 18:01:30,0,0.125,99.875,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,826,684,0,0,0,76,113,0,3221221376,6,9,0,1,0
11-12 18:01:31,0.062,0.187,99.750,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,766,668,0,0,0,98,143,0,3221221376,6,9,0,1,0
11-12 18:01:32,0,0.125,99.875,0,0,596180992,63323414528,258260992,3006480384,0,1196032,0,272,372,684,0,0,0,214,140,0,3221221376,6,9,0,1,0
11-12 18:01:33,0.062,0.125,99.813,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,491,684,0,0,0,68,113,0,3221221376,6,9,0,1,0
11-12 18:01:34,0,0.188,99.812,0,0,596180992,63323414528,258260992,3006480384,0,32768,0,4,552,728,0,0,0,90,128,0,3221221376,6,9,0,1,0
11-12 18:01:35,0,0.125,99.875,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,1279,700,0,0,0,101,153,0,3221221376,6,9,0,1,0
11-12 18:01:36,0,0.125,99.875,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,826,668,0,0,0,74,112,0,3221221376,6,9,0,1,0
11-12 18:01:37,0,0.125,99.875,0,0,596180992,63323414528,258260992,3006480384,0,16384,0,4,551,668,0,0,0,82,113,0,3221221376,6,9,0,1,0
11-12 18:01:38,0,0.188,99.812,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,324,1050,0,0,0,73,109,0,3221221376,6,9,0,1,0
11-12 18:01:39,0.062,0.125,99.812,0,0,596180992,63323414528,258260992,3006480384,0,0,0,0,1238,668,0,0,0,102,155,0,3221221376,6,9,0,1,0
11-12 18:01:40,0,0.125,99.812,0.062,0,596168704,63323422720,258265088,3006480384,0,32768,0,4,312,668,0,0,0,74,120,0,3221221376,6,9,0,1,0
11-12 18:01:41,0.062,0.125,99.813,0,0,596168704,63323422720,258265088,3006480384,0,0,0,0,671,700,0,0,0,73,105,0,3221221376,6,9,0,1,0
