"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-26.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node26_128.110.153.212_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 18:00:46 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 18:00:46,2.412,0.439,97.146,0.004,0,602873856,64570695680,230055936,1845075968,3382.272,642783.246,0.262,8.485,0,0,85.286,85.315,84.128,1619.905,15640.833,0,3221221376,6,11,0,0,0
11-12 18:00:47,0.250,0.188,99.562,0,0,602480640,64571084800,230055936,1845071872,0,0,0,0,4313,5079,0,0,0,430,427,0,3221221376,6,11,0,0,0
11-12 18:00:48,1.316,0.627,98.058,0,0,601341952,64572219392,230060032,1845075968,0,196608,0,10,3387,3415,0,0,0,835,796,0,3221221376,6,10,0,0,0
11-12 18:00:49,0.062,0.125,99.812,0,0,601333760,64572227584,230060032,1845071872,0,1753088,0,380,492,700,0,0,0,260,102,0,3221221376,6,10,0,0,0
11-12 18:00:50,0,0.125,99.875,0,0,601333760,64572227584,230060032,1845071872,0,0,0,0,980,676,0,0,0,76,124,0,3221221376,6,10,0,0,0
11-12 18:00:51,0.062,0.188,99.750,0,0,601333760,64572227584,230060032,1845071872,0,0,0,0,372,668,0,0,0,81,130,0,3221221376,6,10,0,0,0
11-12 18:00:52,0,0.125,99.875,0,0,601333760,64572227584,230060032,1845071872,0,0,0,0,431,668,0,0,0,65,101,0,3221221376,6,10,0,0,0
11-12 18:00:53,0,0.188,99.688,0.125,0,601440256,64572108800,230072320,1845071872,0,131072,0,14,552,668,0,0,0,103,156,0,3221221376,6,10,0,0,0
11-12 18:00:54,0.062,0.187,99.750,0,0,601440256,64572108800,230072320,1845071872,0,0,0,0,311,684,0,0,0,85,114,0,3221221376,6,10,0,0,0
11-12 18:00:55,0,0.125,99.875,0,0,601440256,64572108800,230072320,1845071872,0,0,0,0,192,772,0,0,0,100,135,0,3221221376,6,10,0,0,0
11-12 18:00:56,0.062,0.125,99.812,0,0,601440256,64572108800,230072320,1845071872,0,0,0,0,773,668,0,0,0,84,101,0,3221221376,6,10,0,0,0
11-12 18:00:57,0,0.188,99.812,0,0,601436160,64572108800,230072320,1845075968,0,0,0,0,432,668,0,0,0,84,99,0,3221221376,6,10,0,0,0
11-12 18:00:58,0,0.125,99.875,0,0,601436160,64572108800,230072320,1845075968,0,65536,0,6,765,668,0,0,0,78,120,0,3221221376,6,10,0,0,0
11-12 18:00:59,0.062,0.187,99.750,0,0,601436160,64572108800,230072320,1845075968,0,0,0,0,766,684,0,0,0,93,142,0,3221221376,6,10,0,0,0
11-12 18:01:00,0,0.125,99.875,0,0,601436160,64572108800,230072320,1845075968,0,0,0,0,551,668,0,0,0,67,101,0,3221221376,6,10,0,0,0
11-12 18:01:01,0.063,0.125,99.812,0,0,601436160,64572108800,230072320,1845075968,0,0,0,0,432,668,0,0,0,66,97,0,3221221376,6,10,0,0,0
11-12 18:01:02,0,0.188,99.812,0,0,601436160,64572108800,230072320,1845075968,0,0,0,0,891,734,0,0,0,75,103,0,3221221376,6,10,0,0,0
11-12 18:01:03,0,0.188,99.812,0,0,601436160,64572108800,230072320,1845075968,0,0,0,0,804,1204,0,0,0,116,155,0,3221221376,6,10,0,0,0
11-12 18:01:04,0.062,0.125,99.750,0.062,0,601432064,64572108800,230076416,1845075968,0,32768,0,4,593,676,0,0,0,87,120,0,3221221376,6,10,0,0,0
11-12 18:01:05,0.062,0.188,99.750,0,0,601178112,64572362752,230076416,1845075968,0,0,0,0,1208,904,0,0,0,111,135,0,3221221376,6,10,0,0,0
11-12 18:01:06,0,0.188,99.812,0,0,601178112,64572362752,230076416,1845075968,0,0,0,0,671,668,0,0,0,70,100,0,3221221376,6,10,0,0,0
11-12 18:01:07,0,0.125,99.875,0,0,601178112,64572362752,230076416,1845075968,0,0,0,0,312,668,0,0,0,79,130,0,3221221376,6,10,0,0,0
11-12 18:01:08,0.063,0.125,99.812,0,0,601178112,64572362752,230076416,1845075968,0,0,0,0,443,800,0,0,0,67,101,0,3221221376,6,9,0,1,0
11-12 18:01:09,0,0.188,99.812,0,0,601174016,64572362752,230080512,1845075968,0,32768,0,4,312,668,0,0,0,73,112,0,3221221376,6,9,0,1,0
11-12 18:01:10,0.063,0.125,99.812,0,0,601174016,64572362752,230080512,1845075968,0,0,0,0,1316,700,0,0,0,86,111,0,3221221376,6,9,0,1,0
11-12 18:01:11,0,0.188,99.812,0,0,601174016,64572362752,230080512,1845075968,0,0,0,0,706,668,0,0,0,82,130,0,3221221376,6,9,0,1,0
11-12 18:01:12,0,0.125,99.875,0,0,601169920,64572362752,230080512,1845080064,0,0,0,0,1220,668,0,0,0,80,109,0,3221221376,6,9,0,1,0
11-12 18:01:13,0.062,0.125,99.812,0,0,601169920,64572362752,230080512,1845080064,0,0,0,0,312,668,0,0,0,63,95,0,3221221376,6,9,0,1,0
11-12 18:01:14,0,0.188,99.812,0,0,601169920,64572362752,230080512,1845080064,0,0,0,0,705,668,0,0,0,80,117,0,3221221376,6,9,0,1,0
11-12 18:01:15,0,0.188,99.812,0,0,601165824,64572362752,230084608,1845080064,0,57344,0,6,612,684,0,0,0,94,142,0,3221221376,6,9,0,1,0
11-12 18:01:16,0.062,0.125,99.812,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,671,684,0,0,0,69,101,0,3221221376,6,9,0,1,0
11-12 18:01:17,0,0.125,99.875,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,594,668,0,0,0,65,97,0,3221221376,6,9,0,1,0
11-12 18:01:18,0,0.188,99.812,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,946,668,0,0,0,80,111,0,3221221376,6,9,0,1,0
11-12 18:01:19,0.062,0.125,99.812,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,492,668,0,0,0,82,129,0,3221221376,6,9,0,1,0
11-12 18:01:20,0,0.188,99.750,0.062,0,601165824,64572362752,230084608,1845080064,0,65536,0,8,311,684,0,0,0,80,114,0,3221221376,6,9,0,1,0
11-12 18:01:21,0.062,0.125,99.812,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,372,700,0,0,0,68,99,0,3221221376,6,9,0,1,0
11-12 18:01:22,0,0.125,99.875,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,705,668,0,0,0,72,107,0,3221221376,6,9,0,1,0
11-12 18:01:23,0,0.188,99.812,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,372,668,0,0,0,80,134,0,3221221376,6,9,0,1,0
11-12 18:01:24,0.062,0.187,99.750,0,0,601165824,64572362752,230084608,1845080064,0,0,0,0,371,668,0,0,0,73,105,0,3221221376,6,9,0,1,0
11-12 18:01:25,1.568,0.565,97.867,0,0,603398144,64570130432,230084608,1845092352,0,139264,0,24,4297,4594,0,0,0,695,626,0,3221221376,6,10,0,1,0
11-12 18:01:26,0.375,0.187,99.438,0,0,602980352,64570548224,230084608,1845080064,0,122880,0,8,3960,3809,0,0,0,406,395,0,3221221376,6,10,0,1,0
11-12 18:01:27,1.503,0.626,97.871,0,0,601792512,64571736064,230084608,1845080064,0,0,0,0,3628,4197,0,0,0,898,868,0,3221221376,6,9,0,1,0
11-12 18:01:28,0,0.188,99.812,0,0,601763840,64571760640,230084608,1845084160,0,0,0,0,431,708,0,0,0,66,99,0,3221221376,6,9,0,1,0
11-12 18:01:29,0.062,0.125,99.812,0,0,601763840,64571760640,230084608,1845084160,0,0,0,0,612,668,0,0,0,69,108,0,3221221376,6,9,0,1,0
