"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-10.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output solrj_128.110.153.212_dstat_traffic_gen.csv",,,,"Date:","05 Dec 2019 17:36:40 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
05-12 17:36:40,0.444,0.046,99.495,0.015,0,617750528,65826160640,265261056,547491840,1135.797,557813.085,0.066,2.862,0,0,14.560,9.198,6.845,353.113,669.855,0,3221221376,6,8,0,0,0
05-12 17:36:41,0,0,100,0,0,617615360,65826291712,265261056,547495936,0,0,0,0,879,902,0,0,0,75,117,0,3221221376,6,8,0,0,0
05-12 17:36:42,0,0.063,99.937,0,0,617615360,65826291712,265261056,547495936,0,0,0,0,1282,334,0,0,0,82,123,0,3221221376,6,8,0,0,0
05-12 17:36:43,0.062,0.062,99.812,0.062,0,617582592,65826324480,265261056,547495936,0,3383296,0,630,305,334,0,0,0,384,214,0,3221221376,6,8,0,0,0
05-12 17:36:44,0,0.063,99.937,0,0,617582592,65826324480,265261056,547495936,0,0,0,0,803,342,0,0,0,74,119,0,3221221376,6,8,0,0,0
05-12 17:36:45,0.062,0.062,99.875,0,0,617582592,65826324480,265261056,547495936,0,0,0,0,699,334,0,0,0,92,132,0,3221221376,6,8,0,0,0
05-12 17:36:46,0,0.062,99.938,0,0,617574400,65826332672,265261056,547495936,0,0,0,0,648,334,0,0,0,66,112,0,3221221376,6,8,0,0,0
05-12 17:36:47,0,0.063,99.937,0,0,617574400,65826332672,265261056,547495936,0,0,0,0,1282,334,0,0,0,99,155,0,3221221376,6,8,0,0,0
05-12 17:36:48,0,0.062,99.938,0,0,617574400,65826332672,265261056,547495936,0,0,0,0,581,334,0,0,0,64,102,0,3221221376,6,8,0,0,0
05-12 17:36:49,0,0.125,99.875,0,0,617574400,65826332672,265261056,547495936,0,24576,0,4,365,334,0,0,0,77,123,0,3221221376,6,8,0,0,0
05-12 17:36:50,0.062,0.062,99.875,0,0,617574400,65826332672,265261056,547495936,0,0,0,0,1155,342,0,0,0,98,135,0,3221221376,6,8,0,0,0
