"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-10.solr8.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output solrj_128.110.153.212_dstat_traffic_gen.csv",,,,"Date:","05 Dec 2019 17:00:49 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
05-12 17:00:49,0.445,0.046,99.494,0.015,0,617009152,65827278848,264933376,547459072,1138.324,559015.751,0.067,2.861,0,0,14.593,9.218,6.860,353.708,671.058,0,3221221376,6,8,0,0,0
05-12 17:00:50,0,0,100,0,0,616882176,65827401728,264933376,547463168,0,0,0,0,828,902,0,0,0,86,128,0,3221221376,6,8,0,0,0
05-12 17:00:51,0.062,0.062,99.875,0,0,616882176,65827401728,264933376,547463168,0,0,0,0,605,334,0,0,0,81,140,0,3221221376,6,8,0,0,0
05-12 17:00:52,0,0.063,99.875,0.063,0,616882176,65827401728,264933376,547463168,0,3203072,0,594,366,334,0,0,0,309,122,0,3221221376,6,8,0,0,0
05-12 17:00:53,0,0.125,99.875,0,0,617017344,65827266560,264933376,547463168,0,0,0,0,365,342,0,0,0,90,132,0,3221221376,6,8,0,0,0
05-12 17:00:54,0,0.063,99.937,0,0,617009152,65827274752,264933376,547463168,0,0,0,0,1138,334,0,0,0,77,121,0,3221221376,6,8,0,0,0
05-12 17:00:55,0,0.062,99.938,0,0,617009152,65827274752,264933376,547463168,0,0,0,0,305,334,0,0,0,71,128,0,3221221376,6,8,0,0,0
05-12 17:00:56,0.062,0.062,99.875,0,0,617009152,65827274752,264933376,547463168,0,0,0,0,306,334,0,0,0,63,103,0,3221221376,6,8,0,0,0
05-12 17:00:57,0,0.063,99.937,0,0,617009152,65827274752,264933376,547463168,0,0,0,0,1721,334,0,0,0,87,131,0,3221221376,6,8,0,0,0
05-12 17:00:58,0,0.125,99.875,0,0,617009152,65827274752,264933376,547463168,0,24576,0,4,126,334,0,0,0,99,143,0,3221221376,6,8,0,0,0
05-12 17:00:59,0.063,0,99.937,0,0,617009152,65827274752,264933376,547463168,0,0,0,0,820,342,0,0,0,88,142,0,3221221376,6,8,0,0,0
05-12 17:01:00,0,0.063,99.937,0,0,617009152,65827274752,264933376,547463168,0,0,0,0,996,466,0,0,0,82,115,0,3221221376,6,8,0,0,0
05-12 17:01:01,0.062,0.062,99.875,0,0,617000960,65827282944,264933376,547463168,0,0,0,0,245,334,0,0,0,59,107,0,3221221376,6,8,0,0,0
05-12 17:01:02,0,0.062,99.938,0,0,617000960,65827282944,264933376,547463168,0,147456,0,32,366,334,0,0,0,78,103,0,3221221376,6,8,0,0,0
05-12 17:01:03,0,0.063,99.937,0,0,616882176,65827401728,264933376,547463168,0,0,0,0,365,342,0,0,0,105,170,0,3221221376,6,8,0,0,0
05-12 17:01:04,0,0.125,99.813,0.062,0,616882176,65827401728,264933376,547463168,0,24576,0,4,66,334,0,0,0,69,115,0,3221221376,6,8,0,0,0
05-12 17:01:05,0.063,0,99.937,0,0,616882176,65827401728,264933376,547463168,0,0,0,0,545,342,0,0,0,63,99,0,3221221376,6,8,0,0,0
05-12 17:01:06,0,0.125,99.875,0,0,616873984,65827409920,264933376,547463168,0,0,0,0,246,334,0,0,0,63,105,0,3221221376,6,8,0,0,0
05-12 17:01:07,0,0,100,0,0,616873984,65827409920,264933376,547463168,0,0,0,0,880,334,0,0,0,84,137,0,3221221376,6,8,0,0,0
05-12 17:01:08,0.062,0.125,99.812,0,0,616882176,65827401728,264933376,547463168,0,8192,0,2,760,334,0,0,0,106,143,0,3221221376,6,8,0,0,0
05-12 17:01:09,0,0.063,99.937,0,0,616873984,65827409920,264933376,547463168,0,0,0,0,947,342,0,0,0,98,136,0,3221221376,6,8,0,0,0
05-12 17:01:10,0,0.063,99.937,0,0,616873984,65827409920,264933376,547463168,0,24576,0,4,528,334,0,0,0,75,124,0,3221221376,6,8,0,0,0
05-12 17:01:11,0,0.062,99.938,0,0,616865792,65827418112,264933376,547463168,0,0,0,0,425,342,0,0,0,78,135,0,3221221376,6,8,0,0,0
05-12 17:01:12,0.062,0.062,99.875,0,0,616865792,65827418112,264933376,547463168,0,0,0,0,828,334,0,0,0,71,111,0,3221221376,6,8,0,0,0
05-12 17:01:13,0,0.063,99.937,0,0,616747008,65827536896,264933376,547463168,0,0,0,0,485,334,0,0,0,104,154,0,3221221376,6,8,0,0,0
05-12 17:01:14,0,0.063,99.937,0,0,616738816,65827545088,264933376,547463168,0,8192,0,2,186,334,0,0,0,66,109,0,3221221376,6,8,0,0,0
05-12 17:01:15,0,0.063,99.937,0,0,616734720,65827545088,264933376,547467264,0,0,0,0,425,342,0,0,0,78,135,0,3221221376,6,8,0,0,0
05-12 17:01:16,0.062,0.062,99.813,0.062,0,616730624,65827545088,264937472,547467264,0,57344,0,6,186,334,0,0,0,71,118,0,3221221376,6,8,0,0,0
05-12 17:01:17,0,0.062,99.938,0,0,616730624,65827545088,264937472,547467264,0,0,0,0,1007,342,0,0,0,82,124,0,3221221376,6,8,0,0,0
05-12 17:01:18,0,0.125,99.875,0,0,616984576,65827291136,264937472,547467264,0,0,0,0,1036,334,0,0,0,99,145,0,3221221376,6,8,0,0,0
05-12 17:01:19,0,0.062,99.938,0,0,616984576,65827291136,264937472,547467264,0,0,0,0,605,334,0,0,0,95,137,0,3221221376,6,8,0,0,0
05-12 17:01:20,0,0.063,99.937,0,0,616984576,65827291136,264937472,547467264,0,24576,0,6,366,334,0,0,0,91,107,0,3221221376,6,8,0,0,0
05-12 17:01:21,0.062,0.062,99.875,0,0,616984576,65827291136,264937472,547467264,0,0,0,0,365,342,0,0,0,63,102,0,3221221376,6,8,0,0,0
05-12 17:01:22,0,0.063,99.937,0,0,616980480,65827291136,264941568,547467264,0,24576,0,4,520,334,0,0,0,75,121,0,3221221376,6,8,0,0,0
05-12 17:01:23,0.062,0.062,99.875,0,0,616861696,65827409920,264941568,547467264,0,0,0,0,365,342,0,0,0,99,159,0,3221221376,6,8,0,0,0
05-12 17:01:24,0,0.063,99.937,0,0,616861696,65827409920,264941568,547467264,0,0,0,0,486,334,0,0,0,65,102,0,3221221376,6,8,0,0,0
05-12 17:01:25,0,0.062,99.938,0,0,616861696,65827409920,264941568,547467264,0,0,0,0,1093,334,0,0,0,76,115,0,3221221376,6,8,0,0,0
05-12 17:01:26,0,0.063,99.937,0,0,616861696,65827409920,264941568,547467264,0,8192,0,2,802,334,0,0,0,75,111,0,3221221376,6,8,0,0,0
05-12 17:01:27,0,0.063,99.937,0,0,616853504,65827418112,264941568,547467264,0,0,0,0,1112,342,0,0,0,101,160,0,3221221376,6,8,0,0,0
