"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-25.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node25_128.110.153.125_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","16 Dec 2019 11:09:44 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
16-12 11:09:44,1.269,0.241,98.489,0.002,0,951234560,64147247104,245035008,1898864640,1404.268,335007.853,0.109,4.831,0,0,41.732,41.001,40.884,874.873,8261.805,0,3221221376,6,9,0,0,0
16-12 11:09:45,1.499,0.750,97.751,0,0,951730176,64146767872,245035008,1898848256,0,0,0,0,6110,6345,4,0,0,899,877,0,3221221376,6,9,0,0,0
16-12 11:09:46,0.062,0.188,99.750,0,0,950222848,64148402176,245035008,1898721280,0,0,0,0,1361,1358,0,0,0,211,391,0,3221221376,6,8,0,0,0
16-12 11:09:47,0.063,0.063,99.875,0,0,950214656,64148410368,245035008,1898717184,0,0,0,0,2592,1520,1,0,4,151,212,0,3221221376,6,8,0,0,0
16-12 11:09:48,0,0.062,99.875,0.062,0,950214656,64148410368,245035008,1898717184,0,704512,0,8,850,935,0,0,0,117,166,0,3221221376,6,8,0,0,0
16-12 11:09:49,0.062,0.125,99.812,0,0,950214656,64148410368,245035008,1898717184,0,0,0,0,425,545,0,0,0,108,157,0,3221221376,6,8,0,0,0
16-12 11:09:50,0,0.125,99.875,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,1124,927,0,0,0,101,157,0,3221221376,6,8,0,0,0
16-12 11:09:51,0.062,0.062,99.875,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,1513,1520,4,0,0,146,218,0,3221221376,6,8,0,0,0
16-12 11:09:52,0,0.063,99.937,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,982,334,0,0,0,90,144,0,3221221376,6,8,0,0,0
16-12 11:09:53,0,0.125,99.875,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,1149,927,0,0,3,91,133,0,3221221376,6,8,0,0,0
16-12 11:09:54,0,0.125,99.875,0,0,950087680,64148537344,245035008,1898713088,0,24576,0,4,1514,1520,0,4,1,131,172,0,3221221376,6,8,0,0,0
16-12 11:09:55,0,0.125,99.875,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,425,358,0,0,0,101,173,0,3221221376,6,8,0,0,0
16-12 11:09:56,0,0.063,99.937,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,1132,927,0,0,0,114,173,0,3221221376,6,8,0,0,0
16-12 11:09:57,0,0.063,99.937,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,1833,927,0,0,3,109,153,0,3221221376,6,8,0,0,0
16-12 11:09:58,0.062,0.125,99.813,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,1030,927,3,0,1,101,144,0,3221221376,6,8,0,0,0
16-12 11:09:59,0,0.125,99.875,0,0,950087680,64148537344,245035008,1898713088,0,0,0,0,245,342,0,0,0,90,161,0,3221221376,6,8,0,0,0
16-12 11:10:00,0,0.063,99.937,0,0,950083584,64148537344,245039104,1898713088,0,1843200,0,390,970,927,1,0,4,295,162,0,3221221376,6,8,0,0,0
16-12 11:10:01,0.062,0.125,99.750,0.062,0,949977088,64148639744,245043200,1898713088,0,98304,0,8,1423,951,0,0,4,207,287,0,3221221376,6,8,0,0,0
16-12 11:10:02,0,0.063,99.937,0,0,949960704,64148656128,245043200,1898713088,0,0,0,0,730,943,0,0,3,105,149,0,3221221376,6,8,0,0,0
16-12 11:10:03,0,0.125,99.875,0,0,949960704,64148656128,245043200,1898713088,0,0,0,0,2297,2113,4,0,1,173,215,0,3221221376,6,8,0,0,0
16-12 11:10:04,0,0.062,99.938,0,0,949960704,64148656128,245043200,1898713088,0,0,0,0,641,342,0,0,0,87,135,0,3221221376,6,8,0,0,0
16-12 11:10:05,0,0.125,99.875,0,0,949960704,64148656128,245043200,1898713088,0,0,0,0,1029,927,0,0,0,107,152,0,3221221376,6,8,0,0,0
16-12 11:10:06,0,0.125,99.875,0,0,949960704,64148656128,245043200,1898713088,0,81920,0,2,1090,927,0,4,0,117,174,0,3221221376,6,8,0,0,0
16-12 11:10:07,0,0.062,99.875,0.062,0,949960704,64148656128,245043200,1898713088,0,8192,0,2,1483,943,0,0,0,131,191,0,3221221376,6,8,0,0,0
16-12 11:10:08,0.062,0.125,99.813,0,0,949960704,64148656128,245043200,1898713088,0,0,0,0,1654,935,0,0,0,113,157,0,3221221376,6,8,0,0,0
