"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-8.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node8_128.110.153.189_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","16 Dec 2019 11:09:44 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
16-12 11:09:44,0.554,0.088,99.352,0.006,0,589590528,63757570048,289263616,2567409664,1412.887,447758.787,0.109,2.756,0,0,27.070,24.707,24.826,616.302,842.849,0,3221221376,6,8,0,0,0
16-12 11:09:45,0.062,0.062,99.875,0,0,589725696,63757430784,289263616,2567413760,0,0,0,0,425,902,0,0,0,97,139,0,3221221376,6,8,0,0,0
16-12 11:09:46,0,0.063,99.937,0,0,589725696,63757430784,289263616,2567413760,0,0,0,0,701,334,0,0,0,85,141,0,3221221376,6,8,0,0,0
16-12 11:09:47,0.062,0.062,99.875,0,0,589725696,63757430784,289263616,2567413760,0,0,0,0,1504,334,0,0,0,83,128,0,3221221376,6,8,0,0,0
16-12 11:09:48,0,0.063,99.937,0,0,589660160,63757496320,289263616,2567413760,0,3399680,0,632,306,334,0,0,0,337,123,0,3221221376,6,8,0,0,0
16-12 11:09:49,0,0.125,99.875,0,0,589660160,63757496320,289263616,2567413760,0,0,0,0,425,342,0,0,0,63,105,0,3221221376,6,8,0,0,0
16-12 11:09:50,0.062,0.062,99.875,0,0,589660160,63757496320,289263616,2567413760,0,0,0,0,580,334,0,0,0,105,165,0,3221221376,6,8,0,0,0
16-12 11:09:51,0,0.063,99.937,0,0,589660160,63757496320,289263616,2567413760,0,0,0,0,425,334,0,0,0,63,102,0,3221221376,6,8,0,0,0
16-12 11:09:52,0.062,0.125,99.813,0,0,589660160,63757496320,289263616,2567413760,0,0,0,0,982,334,0,0,0,73,113,0,3221221376,6,8,0,0,0
