"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-23.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node23_128.110.153.172_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","16 Dec 2019 11:09:44 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
16-12 11:09:44,0.423,0.108,99.466,0.003,0,932040704,63022641152,279511040,2944917504,1416.746,225767.051,0.109,3.821,0,0,8.748,8.993,9.065,293.166,2536.353,0,3221221376,6,9,0,0,0
16-12 11:09:45,1.688,0.688,97.625,0,0,932278272,63022419968,279511040,2944905216,0,0,0,0,6179,6837,0,0,0,1113,892,0,3221221376,6,9,0,0,0
16-12 11:09:46,0.125,0.125,99.750,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,3000,2170,0,0,0,269,426,0,3221221376,6,8,0,0,0
16-12 11:09:47,0.062,0.062,99.875,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,2593,1640,4,4,0,146,186,0,3221221376,6,8,0,0,0
16-12 11:09:48,0,0.125,99.812,0.062,0,930668544,63024156672,279511040,2944770048,0,581632,0,8,725,664,0,0,0,121,167,0,3221221376,6,8,0,0,0
16-12 11:09:49,0,0,100,0,0,930668544,63024156672,279511040,2944770048,0,0,0,0,1454,1588,4,0,4,117,161,0,3221221376,6,8,0,0,0
16-12 11:09:50,0.062,0.062,99.875,0,0,930668544,63024156672,279511040,2944770048,0,0,0,0,1543,1055,0,0,3,124,187,0,3221221376,6,8,0,0,0
16-12 11:09:51,0,0.062,99.938,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,306,334,0,0,0,89,173,0,3221221376,6,8,0,0,0
16-12 11:09:52,0.062,0.062,99.875,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,2005,1107,0,0,4,112,158,0,3221221376,6,8,0,0,0
16-12 11:09:53,0,0.063,99.937,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,1814,1640,0,0,1,116,149,0,3221221376,6,8,0,0,0
16-12 11:09:54,0.063,0.063,99.875,0,0,930660352,63024164864,279511040,2944770048,0,24576,0,4,725,454,0,0,0,122,182,0,3221221376,6,8,0,0,0
16-12 11:09:55,0,0.062,99.938,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,1574,1588,0,0,4,121,165,0,3221221376,6,8,0,0,0
16-12 11:09:56,0,0.063,99.937,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,1371,987,0,0,0,116,171,0,3221221376,6,8,0,0,0
16-12 11:09:57,0.062,0.062,99.875,0,0,930660352,63024164864,279511040,2944770048,0,0,0,0,2378,1580,0,0,0,133,170,0,3221221376,6,8,0,0,0
