"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-27.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node27_128.110.153.176_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","16 Dec 2019 11:09:44 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","63","64","65","int","csw","used","free","lis","act","syn","tim","clo"
16-12 11:09:44,1.433,0.245,98.318,0.005,0,755036160,64387420160,244752384,1864273920,1404.264,283145.504,0.109,4.683,0,0,60.838,60.520,60.429,644.570,3249.043,0,3221221376,6,8,0,0,0
16-12 11:09:45,3.246,0.749,96.005,0,0,757579776,64384876544,244752384,1864286208,0,0,0,0,5020,5449,0,0,0,694,715,0,3221221376,6,9,0,0,0
16-12 11:09:46,0.250,0.375,99.375,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,3005,2806,0,0,3,247,382,0,3221221376,6,8,0,0,0
16-12 11:09:47,0,0.125,99.875,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,1504,342,0,0,0,98,155,0,3221221376,6,8,0,0,0
16-12 11:09:48,0.125,0.125,99.750,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,1938,2113,0,4,8,141,183,0,3221221376,6,8,0,0,0
16-12 11:09:49,0,0.250,99.625,0.125,0,755687424,64386895872,244752384,1864151040,0,663552,0,6,425,342,0,0,0,100,169,0,3221221376,6,8,0,0,0
16-12 11:09:50,0.125,0.125,99.750,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,1124,935,0,4,1,114,166,0,3221221376,6,8,0,0,0
16-12 11:09:51,0,0.125,99.875,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,969,935,0,0,0,102,152,0,3221221376,6,8,0,0,0
16-12 11:09:52,0.125,0.249,99.626,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,1526,927,0,0,0,108,163,0,3221221376,6,8,0,0,0
16-12 11:09:53,0.125,0.125,99.750,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,1149,927,3,0,0,121,179,0,3221221376,6,8,0,0,0
16-12 11:09:54,0,0.250,99.750,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,910,927,1,0,0,107,153,0,3221221376,6,8,0,0,0
16-12 11:09:55,0,0.125,99.875,0,0,755687424,64386895872,244752384,1864151040,0,24576,0,4,1029,927,0,0,0,111,171,0,3221221376,6,8,0,0,0
16-12 11:09:56,0.125,0.125,99.750,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,1132,935,0,0,6,103,155,0,3221221376,6,8,0,0,0
16-12 11:09:57,0,0.250,99.750,0,0,755687424,64386895872,244752384,1864151040,0,0,0,0,1833,1130,0,0,4,141,197,0,3221221376,6,8,0,0,0
16-12 11:09:58,0.125,0.125,99.750,0,0,755560448,64387022848,244752384,1864151040,0,0,0,0,1150,987,0,4,1,106,157,0,3221221376,6,8,0,0,0
16-12 11:09:59,0,0.125,99.875,0,0,755560448,64387022848,244752384,1864151040,0,0,0,0,789,935,0,0,0,102,155,0,3221221376,6,8,0,0,0
16-12 11:10:00,0,0.125,99.875,0,0,755560448,64387022848,244752384,1864151040,0,16384,0,4,1454,1520,0,0,0,124,177,0,3221221376,6,8,0,0,0
16-12 11:10:01,0.125,0.250,99.501,0.125,0,755560448,64387022848,244752384,1864151040,0,32768,0,4,879,342,0,0,0,113,183,0,3221221376,6,8,0,0,0
16-12 11:10:02,0.125,0.375,99.499,0,0,755568640,64387014656,244752384,1864151040,0,1466368,0,328,850,995,4,0,3,510,260,0,3221221376,6,8,0,0,0
16-12 11:10:03,0,0.125,99.875,0,0,755568640,64387014656,244752384,1864151040,0,0,0,0,1753,1544,8,0,8,120,170,0,3221221376,6,8,0,0,0
16-12 11:10:04,0,0.250,99.750,0,0,755568640,64387014656,244752384,1864151040,0,0,0,0,641,342,0,0,0,95,157,0,3221221376,6,8,0,0,0
16-12 11:10:05,0.125,0.125,99.750,0,0,755560448,64387022848,244752384,1864151040,0,843776,0,154,1573,1520,3,0,1,209,195,0,3221221376,6,8,0,0,0
