"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-33.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node33_128.110.153.225_direct::rf4_s1_cluster2_dstat.csv",,,,"Date:","16 Dec 2019 11:09:44 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
16-12 11:09:44,0.550,0.139,99.309,0.002,0,994426880,64214196224,244359168,1803149312,1404.562,226746.587,0.109,3.671,0,0,12.043,11.965,11.915,340.894,3603.879,0,3221221376,6,9,0,0,0
16-12 11:09:45,1.747,0.749,97.505,0,0,981159936,64227459072,244359168,1803165696,0,0,0,0,9785,7350,3,1,8,993,819,0,3221221376,6,9,0,0,0
16-12 11:09:46,0,0.125,99.875,0,0,979677184,64229068800,244359168,1803026432,0,0,0,0,1917,1456,0,0,0,274,378,0,3221221376,6,8,0,0,0
16-12 11:09:47,0.062,0.125,99.812,0,0,979668992,64229076992,244359168,1803026432,0,0,0,0,2592,1520,1,0,8,155,217,0,3221221376,6,8,0,0,0
16-12 11:09:48,0,0.062,99.938,0,0,979668992,64229076992,244359168,1803026432,0,0,0,0,850,935,3,0,0,95,147,0,3221221376,6,8,0,0,0
16-12 11:09:49,0.063,0.063,99.875,0,0,979668992,64229076992,244359168,1803026432,0,770048,0,8,425,334,0,0,0,102,171,0,3221221376,6,8,0,0,0
16-12 11:09:50,0,0.125,99.875,0,0,979660800,64229085184,244359168,1803026432,0,16384,0,4,1124,935,1,0,3,110,159,0,3221221376,6,8,0,0,0
16-12 11:09:51,0,0.063,99.937,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,969,951,0,0,5,114,181,0,3221221376,6,8,0,0,0
16-12 11:09:52,0.062,0.062,99.875,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,1526,927,3,0,0,112,155,0,3221221376,6,8,0,0,0
16-12 11:09:53,0.062,0.062,99.875,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,1149,927,1,0,3,97,137,0,3221221376,6,8,0,0,0
16-12 11:09:54,0,0.125,99.875,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,1454,1528,3,0,5,128,179,0,3221221376,6,8,0,0,0
16-12 11:09:55,0.062,0.062,99.875,0,0,979652608,64229093376,244359168,1803026432,0,32768,0,4,485,342,0,0,0,111,185,0,3221221376,6,8,0,0,0
16-12 11:09:56,0.062,0.125,99.813,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,1132,935,1,0,3,106,159,0,3221221376,6,8,0,0,0
16-12 11:09:57,0,0.063,99.937,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,1833,935,0,0,4,112,153,0,3221221376,6,8,0,0,0
16-12 11:09:58,0.062,0.062,99.875,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,1030,927,0,0,0,99,143,0,3221221376,6,8,0,0,0
16-12 11:09:59,0,0.125,99.875,0,0,979652608,64229093376,244359168,1803026432,0,0,0,0,789,927,0,0,0,116,203,0,3221221376,6,8,0,0,0
16-12 11:10:00,0.062,0.062,99.875,0,0,979652608,64229093376,244359168,1803026432,0,909312,0,164,1454,1520,0,0,4,183,162,0,3221221376,6,8,0,0,0
16-12 11:10:01,0,0.125,99.750,0.125,0,979501056,64229244928,244359168,1803026432,0,1712128,0,378,879,350,0,0,0,461,273,0,3221221376,6,8,0,0,0
16-12 11:10:02,0.063,0.063,99.875,0,0,979501056,64229244928,244359168,1803026432,0,0,0,0,1334,1632,0,0,0,123,166,0,3221221376,6,8,0,0,0
16-12 11:10:03,0,0.125,99.875,0,0,979501056,64229244928,244359168,1803026432,0,0,0,0,1209,927,0,0,0,131,195,0,3221221376,6,8,0,0,0
16-12 11:10:04,0.062,0.062,99.875,0,0,979501056,64229244928,244359168,1803026432,0,0,0,0,1185,927,0,0,0,108,176,0,3221221376,6,8,0,0,0
16-12 11:10:05,0,0.063,99.937,0,0,979484672,64229261312,244359168,1803026432,0,0,0,0,1029,927,0,0,0,108,156,0,3221221376,6,8,0,0,0
16-12 11:10:06,0,0.125,99.875,0,0,979484672,64229261312,244359168,1803026432,0,0,0,0,1030,927,0,0,0,102,147,0,3221221376,6,8,0,0,0
16-12 11:10:07,0.063,0.063,99.875,0,0,979484672,64229261312,244359168,1803026432,0,98304,0,4,879,334,0,0,0,113,181,0,3221221376,6,8,0,0,0
16-12 11:10:08,0,0.063,99.937,0,0,979484672,64229261312,244359168,1803026432,0,0,0,0,2318,1528,0,0,0,135,174,0,3221221376,6,8,0,0,0
