"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-24.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node24_128.110.153.91_direct::rf8_s1_cluster4_dstat.csv",,,,"Date:","19 Dec 2019 15:11:58 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
19-12 15:11:58,1.013,0.216,98.767,0.003,0,977616896,64008949760,247107584,1999761408,1008.378,254650.746,0.078,5.574,0,0,29.905,30.750,30.462,681.980,6974.210,0,3221221376,6,10,0,0,0
19-12 15:11:59,0.125,0.188,99.688,0,0,976515072,64010067968,247107584,1999736832,0,0,0,0,3776,4265,0,0,0,327,388,0,3221221376,6,10,0,0,0
19-12 15:12:00,1.252,0.626,98.121,0,0,975560704,64011276288,247107584,1999482880,0,212992,0,10,4126,3492,0,0,0,911,890,0,3221221376,6,9,0,0,0
19-12 15:12:01,0.062,0.062,99.875,0,0,975339520,64011497472,247107584,1999486976,0,0,0,0,425,358,0,0,0,101,187,0,3221221376,6,9,0,0,0
19-12 15:12:02,0,0.063,99.937,0,0,975323136,64011513856,247107584,1999482880,0,2260992,0,500,306,334,0,0,0,324,186,0,3221221376,6,9,0,0,0
19-12 15:12:03,0,0.125,99.875,0,0,975323136,64011513856,247107584,1999482880,0,0,0,0,760,342,0,0,0,96,157,0,3221221376,6,9,0,0,0
19-12 15:12:04,0,0.063,99.937,0,0,975323136,64011513856,247107584,1999482880,0,0,0,0,640,564,0,0,0,89,157,0,3221221376,6,9,0,0,0
19-12 15:12:05,0,0.062,99.938,0,0,975323136,64011513856,247107584,1999482880,0,0,0,0,305,334,0,0,0,97,180,0,3221221376,6,9,0,0,0
19-12 15:12:06,0,0.063,99.875,0.063,0,975323136,64011513856,247107584,1999482880,0,196608,0,4,426,334,0,0,0,95,157,0,3221221376,6,9,0,0,0
19-12 15:12:07,0,0.125,99.875,0,0,975323136,64011513856,247107584,1999482880,0,0,0,0,657,572,0,0,0,103,172,0,3221221376,6,9,0,0,0
19-12 15:12:08,0,0.062,99.938,0,0,975323136,64011513856,247107584,1999482880,0,0,0,0,700,334,0,0,0,89,151,0,3221221376,6,9,0,0,0
