"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-16.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node16_128.110.153.179_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:47 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:47,0.840,0.195,98.959,0.005,0,674672640,63247024128,261423104,2999762944,3323.694,429610.668,0.256,6.002,0,0,20.393,21.333,19.475,521.383,4010.686,0,3221221376,10,10,0,1,0
11-12 20:09:48,1.439,0.626,97.935,0,0,676950016,63244742656,261423104,2999787520,0,0,0,0,4867,5165,0,0,0,823,706,0,3221221376,10,11,0,1,0
11-12 20:09:49,0.125,0.125,99.750,0,0,674848768,63247564800,261423104,2999054336,0,0,0,0,1885,1745,0,0,0,279,378,0,3221221376,10,10,0,1,0
11-12 20:09:50,0.188,0.063,99.750,0,0,675254272,63247159296,261423104,2999054336,0,0,0,0,2693,2671,0,0,0,194,187,0,3221221376,10,11,0,1,0
11-12 20:09:51,1.435,0.811,97.754,0,0,675618816,63246794752,261423104,2999054336,0,0,0,0,10613,3551,0,0,0,897,917,0,3221221376,10,10,0,1,0
11-12 20:09:52,0.313,0.250,99.436,0,0,678588416,63243825152,261423104,2999054336,0,278528,0,12,4343,3743,0,0,0,415,495,0,3221221376,10,11,0,1,0
11-12 20:09:53,40.664,27.130,32.206,0,0,935542784,62986870784,261423104,2999062528,0,0,0,0,2231,2773,0,0,0,3386,2394169,0,3221221376,10,10,0,1,0
11-12 20:09:54,53.150,10.106,36.744,0,0,1324097536,62598549504,261423104,2998829056,0,0,0,0,748,800,0,0,0,6477,630920,0,3221221376,10,9,0,1,0
11-12 20:09:55,0,0.125,99.875,0,0,1324097536,62598549504,261423104,2998829056,0,0,0,0,305,358,0,0,0,102,182,0,3221221376,10,9,0,1,0
11-12 20:09:56,0.063,0.063,99.875,0,0,1324097536,62598549504,261423104,2998829056,0,0,0,0,880,564,0,0,0,87,187,0,3221221376,10,9,0,1,0
11-12 20:09:57,0,0.063,99.937,0,0,1324097536,62598549504,261423104,2998829056,0,2564096,0,466,425,394,0,0,0,289,147,0,3221221376,10,9,0,1,0
11-12 20:09:58,0.062,0.062,99.813,0.062,0,1324097536,62598549504,261423104,2998829056,0,188416,0,4,306,350,0,0,0,92,153,0,3221221376,10,9,0,1,0
11-12 20:09:59,17.460,2.095,80.444,0,0,1394434048,62528208896,261423104,2998833152,0,0,0,0,5125027,2724075,190,70,169,4492,17708,0,3221221376,10,222,0,1,0
11-12 20:10:00,38.534,7.080,54.386,0,0,1560997888,62361640960,261423104,2998837248,0,0,0,0,34473434,18024408,547,561,706,11907,16765,0,3221221376,10,257,0,1,0
11-12 20:10:01,58.627,14.610,26.763,0,0,1654902784,62267736064,261423104,2998837248,0,139264,0,12,54163400,28276585,904,582,755,17362,18945,0,3221221376,10,257,0,1,0
11-12 20:10:02,78.433,18.871,2.696,0,0,1672933376,62249705472,261423104,2998837248,0,0,0,0,96406206,50370002,1708,1176,1342,28833,28839,0,3221221376,10,257,0,1,0
11-12 20:10:03,76.995,18.454,4.551,0,0,1715998720,62206640128,261423104,2998837248,0,0,0,0,131330747,68600718,2183,1546,1886,36603,38293,0,3221221376,10,257,0,1,0
11-12 20:10:04,55.980,14.089,29.931,0,0,1713786880,62208851968,261423104,2998837248,0,0,0,0,125112756,65289934,1705,1574,2192,33127,36483,0,3221221376,10,257,0,1,0
11-12 20:10:05,48.438,11.625,39.938,0,0,1704042496,62218596352,261423104,2998837248,0,0,0,0,115709003,60375200,1691,1435,1777,30306,33820,0,3221221376,10,257,0,1,0
11-12 20:10:06,75.570,19.367,5.063,0,0,1705340928,62217297920,261423104,2998837248,0,0,0,0,193501555,101065161,2879,2032,3144,50444,58542,0,3221221376,10,257,0,1,0
11-12 20:10:07,76.971,19.149,3.880,0,0,1705918464,62216720384,261423104,2998837248,0,98304,0,4,201639978,105213499,3113,2531,2935,51192,59168,0,3221221376,10,257,0,1,0
11-12 20:10:08,49.843,12.759,37.398,0,0,1706463232,62216175616,261423104,2998837248,0,0,0,0,129007923,67367895,1784,1319,2279,33715,38185,0,3221221376,10,257,0,1,0
