"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-39.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node39_128.110.153.222_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:47 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:47,0.254,0.095,99.648,0.003,0,673107968,64578015232,234504192,1779040256,3296.055,254924.117,0.255,5.736,0,0,3.844,3.602,3.583,178.456,1480.310,0,3221221376,10,11,0,0,0
11-12 20:09:48,1.186,0.499,98.252,0.062,0,669900800,64581226496,234504192,1779032064,0,155648,0,8,6037,5984,0,0,0,876,807,0,3221221376,10,11,0,0,0
11-12 20:09:49,1.251,0.375,98.374,0,0,667922432,64583970816,234504192,1778257920,0,0,0,0,2290,2589,0,0,0,636,617,0,3221221376,10,10,0,0,0
11-12 20:09:50,0,0.063,99.937,0,0,667922432,64583970816,234504192,1778257920,0,0,0,0,306,342,0,0,0,78,139,0,3221221376,10,10,0,0,0
11-12 20:09:51,0.062,0.125,99.813,0,0,667922432,64583970816,234504192,1778257920,0,0,0,0,1221,334,0,0,0,94,156,0,3221221376,10,10,0,0,0
11-12 20:09:52,0,0.063,99.937,0,0,667922432,64583970816,234504192,1778257920,0,0,0,0,246,334,0,0,0,74,129,0,3221221376,10,10,0,0,0
11-12 20:09:53,0.062,0.125,99.813,0,0,667906048,64583987200,234504192,1778257920,0,0,0,0,717,564,0,0,0,128,245,0,3221221376,10,10,0,0,0
11-12 20:09:54,0,0.063,99.937,0,0,667906048,64583987200,234504192,1778257920,0,196608,0,6,306,334,0,0,0,91,147,0,3221221376,10,10,0,0,0
11-12 20:09:55,0,0.063,99.937,0,0,667906048,64583987200,234504192,1778257920,0,0,0,0,425,342,0,0,0,79,135,0,3221221376,10,10,0,0,0
11-12 20:09:56,0,0.125,99.875,0,0,667906048,64583987200,234504192,1778257920,0,0,0,0,538,564,0,0,0,86,185,0,3221221376,10,10,0,0,0
11-12 20:09:57,0.062,0.062,99.875,0,0,667906048,64583987200,234504192,1778257920,0,0,0,0,647,334,0,0,0,101,177,0,3221221376,10,10,0,0,0
11-12 20:09:58,0,0.063,99.937,0,0,667906048,64583987200,234504192,1778257920,0,1490944,0,320,366,498,0,0,0,233,145,0,3221221376,10,10,0,0,0
11-12 20:09:59,0.062,0.062,99.875,0,0,667906048,64583987200,234504192,1778257920,0,0,0,0,477,572,0,0,0,84,175,0,3221221376,10,10,0,0,0
11-12 20:10:00,0,0.125,99.875,0,0,667906048,64583987200,234504192,1778257920,0,32768,0,4,246,334,0,0,0,89,151,0,3221221376,10,10,0,0,0
11-12 20:10:01,0,0.063,99.937,0,0,667906048,64583987200,234504192,1778257920,0,0,0,0,922,342,0,0,0,104,177,0,3221221376,10,10,0,0,0
11-12 20:10:02,0.062,0.187,99.625,0.125,0,667811840,64584081408,234504192,1778257920,0,147456,0,20,486,394,0,0,0,197,265,0,3221221376,10,10,0,0,0
11-12 20:10:03,0.062,0.125,99.812,0,0,667787264,64584105984,234504192,1778257920,0,0,0,0,597,572,0,0,0,92,185,0,3221221376,10,10,0,0,0
11-12 20:10:04,0,0.062,99.938,0,0,667787264,64584105984,234504192,1778257920,0,0,0,0,306,334,0,0,0,78,136,0,3221221376,10,10,0,0,0
11-12 20:10:05,0,0.063,99.937,0,0,667787264,64584105984,234504192,1778257920,0,0,0,0,1187,334,0,0,0,111,180,0,3221221376,10,10,0,0,0
