"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-17.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node17_128.110.153.190_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:47 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:47,0.868,0.198,98.930,0.005,0,680980480,63240560640,259981312,3001794560,3333.348,411153.760,0.257,5.899,0,0,23.458,23.187,22.875,575.222,4185.032,0,3221221376,10,10,0,1,0
11-12 20:09:48,1.251,0.563,98.186,0,0,680759296,63240798208,259981312,3001794560,0,1064960,0,246,6156,5997,0,0,0,1039,893,0,3221221376,10,10,0,1,0
11-12 20:09:49,0.312,0.250,99.438,0,0,674799616,63247482880,259981312,3001061376,0,0,0,0,1760,2589,0,1,0,395,455,0,3221221376,10,9,0,1,0
11-12 20:09:50,0,0.063,99.937,0,0,674459648,63247822848,259981312,3001061376,0,0,0,0,485,350,0,0,0,82,149,0,3221221376,10,9,0,1,0
11-12 20:09:51,0.125,0.125,99.688,0.062,0,674967552,63247314944,259981312,3001061376,0,221184,0,10,3429,2561,0,0,0,239,256,0,3221221376,10,10,0,1,0
11-12 20:09:52,1.438,0.938,97.624,0,0,675667968,63246614528,259981312,3001057280,0,0,0,0,12286,6007,0,1,0,1049,999,0,3221221376,10,10,0,1,0
11-12 20:09:53,40.704,22.990,36.307,0,0,923963392,62998319104,259981312,3001065472,0,1884160,0,404,2690,2243,0,0,0,3523,1889848,0,3221221376,10,10,0,1,0
11-12 20:09:54,57.580,11.790,30.630,0,0,1350692864,62571757568,259981312,3000836096,0,0,0,0,563,798,0,0,0,6285,694530,0,3221221376,10,10,0,1,0
11-12 20:09:55,0,0.125,99.875,0,0,1350692864,62571757568,259981312,3000836096,0,0,0,0,246,358,0,0,0,105,181,0,3221221376,10,10,0,1,0
11-12 20:09:56,0,0.063,99.937,0,0,1350692864,62571757568,259981312,3000836096,0,0,0,0,717,564,0,1,0,86,185,0,3221221376,10,10,0,1,0
11-12 20:09:57,0.062,0.125,99.813,0,0,1350791168,62571659264,259981312,3000836096,0,622592,0,8,528,342,0,0,0,94,162,0,3221221376,10,10,0,1,0
11-12 20:09:58,0,0.125,99.875,0,0,1350791168,62571659264,259981312,3000836096,0,0,0,0,545,410,0,0,0,86,141,0,3221221376,10,10,0,1,0
11-12 20:09:59,17.848,1.835,80.316,0,0,1421611008,62500839424,259981312,3000836096,0,0,0,0,4509076,2387878,104,100,112,4129,14472,0,3221221376,10,215,0,1,0
11-12 20:10:00,40.242,6.993,52.765,0,0,1619247104,62303195136,259981312,3000844288,0,0,0,0,33568309,17538224,372,485,697,11698,17012,0,3221221376,10,265,0,1,0
11-12 20:10:01,67.508,14.006,18.486,0,0,1680715776,62241726464,259981312,3000844288,0,0,0,0,69275205,36117781,1020,793,1003,20898,21814,0,3221221376,10,266,0,1,0
11-12 20:10:02,69.424,18.797,11.779,0,0,1692106752,62230335488,259985408,3000840192,0,122880,0,12,82887512,43246639,1501,1029,1225,24964,24752,0,3221221376,10,266,0,1,0
11-12 20:10:03,78.280,19.586,2.134,0,0,1733545984,62188892160,259985408,3000844288,0,0,0,0,135972567,70914703,2446,1415,2219,37327,38532,0,3221221376,10,266,0,1,0
11-12 20:10:04,57.519,12.907,29.574,0,0,1736265728,62186172416,259985408,3000844288,0,0,0,0,132427139,69099406,1736,1856,1724,34342,37313,0,3221221376,10,266,0,1,0
11-12 20:10:05,50.284,11.783,37.933,0,0,1736982528,62185455616,259985408,3000844288,0,0,0,0,108188498,56450577,1597,1710,1613,28339,31571,0,3221221376,10,266,0,1,0
11-12 20:10:06,78.096,19.602,2.302,0,0,1737580544,62184857600,259985408,3000844288,0,0,0,0,170211537,88866871,1979,2204,3089,44978,48949,0,3221221376,10,266,0,1,0
