"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-29.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node29_128.110.153.208_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:47 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:47,1.921,0.360,97.716,0.003,0,675725312,64532037632,232841216,1811558400,3294.407,572139.801,0.255,7.860,0,0,58.582,59.226,58.423,1234.162,12465.263,0,3221221376,10,10,0,1,0
11-12 20:09:48,1.251,0.438,98.311,0,0,676171776,64531603456,232841216,1811550208,0,0,0,0,6247,6416,0,0,0,781,759,0,3221221376,10,10,0,1,0
11-12 20:09:49,0.625,0.312,99.062,0,0,674758656,64533737472,232841216,1810817024,0,0,0,0,1819,2594,0,0,0,501,477,0,3221221376,10,9,0,1,0
11-12 20:09:50,0,0.063,99.937,0,0,674758656,64533737472,232841216,1810817024,0,0,0,0,366,350,0,0,0,94,170,0,3221221376,10,9,0,1,0
11-12 20:09:51,0,0.063,99.937,0,0,674758656,64533737472,232841216,1810817024,0,0,0,0,1281,394,0,0,0,107,171,0,3221221376,10,9,0,1,0
11-12 20:09:52,0.062,0.125,99.812,0,0,674750464,64533745664,232841216,1810817024,0,1769472,0,342,358,564,0,0,0,266,211,0,3221221376,10,9,0,1,0
11-12 20:09:53,0,0.063,99.937,0,0,674725888,64533770240,232841216,1810817024,0,0,0,0,785,596,0,0,0,100,155,0,3221221376,10,9,0,1,0
11-12 20:09:54,0,0.063,99.937,0,0,674725888,64533770240,232841216,1810817024,0,0,0,0,426,454,0,0,0,103,172,0,3221221376,10,9,0,1,0
11-12 20:09:55,0.062,0.125,99.813,0,0,674607104,64533889024,232841216,1810817024,0,0,0,0,545,657,0,0,0,118,185,0,3221221376,10,9,0,1,0
