"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-19.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node19_128.110.153.173_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:47 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:47,0.764,0.178,99.054,0.005,0,671383552,63255310336,260239360,2996662272,3323.318,409138.022,0.257,5.789,0,0,19.054,18.166,18.156,491.567,3759.016,0,3221221376,10,10,0,1,0
11-12 20:09:48,1.187,0.312,98.501,0,0,676343808,63250366464,260239360,2996666368,0,0,0,0,6030,5109,0,0,0,800,802,0,3221221376,10,10,0,1,0
11-12 20:09:49,0.188,0.188,99.625,0,0,671272960,63256158208,260239360,2995937280,0,0,0,0,1760,2513,0,0,0,409,467,0,3221221376,10,9,0,1,0
11-12 20:09:50,0,0.062,99.938,0,0,671272960,63256158208,260239360,2995937280,0,0,0,0,425,334,0,0,0,87,152,0,3221221376,10,9,0,1,0
11-12 20:09:51,0,0.125,99.875,0,0,671272960,63256158208,260239360,2995937280,0,0,0,0,1102,334,0,0,0,94,150,0,3221221376,10,9,0,1,0
11-12 20:09:52,0.062,0.062,99.812,0.062,0,671264768,63256166400,260239360,2995937280,0,1769472,0,342,537,564,0,0,0,272,216,0,3221221376,10,9,0,1,0
11-12 20:09:53,0.062,0.125,99.813,0,0,671264768,63256166400,260239360,2995937280,0,0,0,0,426,350,0,0,0,111,181,0,3221221376,10,9,0,1,0
11-12 20:09:54,0,0.125,99.875,0,0,671264768,63256166400,260239360,2995937280,0,0,0,0,503,668,0,0,0,87,150,0,3221221376,10,9,0,1,0
11-12 20:09:55,0,0.063,99.937,0,0,671264768,63256166400,260239360,2995937280,0,0,0,0,246,334,0,0,0,81,143,0,3221221376,10,9,0,1,0
11-12 20:09:56,0,0.125,99.875,0,0,671264768,63256166400,260239360,2995937280,0,0,0,0,717,564,0,0,0,99,206,0,3221221376,10,9,0,1,0
11-12 20:09:57,0,0.125,99.875,0,0,671256576,63256174592,260239360,2995937280,0,0,0,0,528,334,0,0,0,102,181,0,3221221376,10,9,0,1,0
11-12 20:09:58,0,0.063,99.937,0,0,671256576,63256174592,260239360,2995937280,0,90112,0,14,425,334,0,0,0,98,160,0,3221221376,10,9,0,1,0
11-12 20:09:59,0,0.125,99.875,0,0,671256576,63256174592,260239360,2995937280,0,0,0,0,358,580,0,0,0,91,209,0,3221221376,10,9,0,1,0
11-12 20:10:00,0,0.125,99.875,0,0,671256576,63256174592,260239360,2995937280,0,0,0,0,365,334,0,0,0,83,149,0,3221221376,10,9,0,1,0
11-12 20:10:01,0,0.125,99.875,0,0,671264768,63256166400,260239360,2995937280,0,0,0,0,803,334,0,0,0,168,251,0,3221221376,10,9,0,1,0
11-12 20:10:02,0,0.125,99.875,0,0,671264768,63256166400,260239360,2995937280,0,0,0,0,657,564,0,0,0,90,187,0,3221221376,10,9,0,1,0
11-12 20:10:03,0,0.063,99.875,0.063,0,671264768,63256166400,260239360,2995937280,0,638976,0,128,306,334,0,0,0,142,169,0,3221221376,10,9,0,1,0
11-12 20:10:04,0,0.125,99.875,0,0,671264768,63256166400,260239360,2995937280,0,0,0,0,365,350,0,0,0,83,145,0,3221221376,10,9,0,1,0
11-12 20:10:05,0,0.125,99.875,0,0,670502912,63256928256,260239360,2995937280,0,0,0,0,1484,562,0,0,0,157,229,0,3221221376,10,9,0,1,0
11-12 20:10:06,0,0.063,99.937,0,0,670502912,63256928256,260239360,2995937280,0,0,0,0,837,564,0,0,0,101,184,0,3221221376,10,9,0,1,0
11-12 20:10:07,0.062,0.125,99.813,0,0,670502912,63256928256,260239360,2995937280,0,0,0,0,588,334,0,0,0,85,149,0,3221221376,10,9,0,1,0
11-12 20:10:08,0,0.063,99.937,0,0,670502912,63256928256,260239360,2995937280,0,90112,0,12,879,334,0,0,0,103,170,0,3221221376,10,9,0,1,0
11-12 20:10:09,0,0.063,99.937,0,0,670502912,63256928256,260239360,2995937280,0,0,0,0,418,580,0,0,0,104,233,0,3221221376,10,9,0,1,0
11-12 20:10:10,0,0.125,99.875,0,0,670502912,63256928256,260239360,2995937280,0,0,0,0,545,334,0,0,0,86,147,0,3221221376,10,9,0,1,0
11-12 20:10:11,0.062,0.125,99.813,0,0,670502912,63256928256,260239360,2995937280,0,0,0,0,366,334,0,0,0,85,149,0,3221221376,10,9,0,1,0
11-12 20:10:12,0,0.125,99.875,0,0,670502912,63256928256,260239360,2995937280,0,0,0,0,1944,564,0,0,0,131,239,0,3221221376,10,9,0,1,0
11-12 20:10:13,0,0.062,99.875,0.062,0,670490624,63256936448,260239360,2995941376,0,106496,0,14,186,334,0,0,0,110,195,0,3221221376,10,9,0,1,0
11-12 20:10:14,0,0.125,99.875,0,0,670490624,63256936448,260239360,2995941376,0,0,0,0,1229,350,0,0,0,101,166,0,3221221376,10,9,0,1,0
11-12 20:10:15,0,0.062,99.875,0.062,0,670363648,63257063424,260239360,2995941376,0,57344,0,10,366,334,0,0,0,107,190,0,3221221376,10,9,0,1,0
11-12 20:10:16,0,0.063,99.937,0,0,670363648,63257063424,260239360,2995941376,0,0,0,0,537,580,0,0,0,91,175,0,3221221376,10,9,0,1,0
11-12 20:10:17,0,0.125,99.875,0,0,670363648,63257063424,260239360,2995941376,0,0,0,0,820,334,0,0,0,109,185,0,3221221376,10,9,0,1,0
11-12 20:10:18,0,0.063,99.937,0,0,670363648,63257063424,260239360,2995941376,0,65536,0,12,647,334,0,0,0,99,158,0,3221221376,10,9,0,1,0
11-12 20:10:19,0.062,0.125,99.813,0,0,670363648,63257063424,260239360,2995941376,0,0,0,0,358,580,0,0,0,87,205,0,3221221376,10,9,0,1,0
11-12 20:10:20,0,0.063,99.937,0,0,670363648,63257063424,260239360,2995941376,0,0,0,0,947,334,0,0,0,95,157,0,3221221376,10,9,0,1,0
11-12 20:10:21,0.062,0.062,99.875,0,0,670359552,63257063424,260243456,2995941376,0,32768,0,4,306,394,0,0,0,112,189,0,3221221376,10,9,0,1,0
11-12 20:10:22,0,0.125,99.875,0,0,670359552,63257063424,260243456,2995941376,0,0,0,0,417,580,0,0,0,86,172,0,3221221376,10,9,0,1,0
11-12 20:10:23,0,0.125,99.875,0,0,670359552,63257063424,260243456,2995941376,0,49152,0,8,306,334,0,0,0,84,141,0,3221221376,10,9,0,1,0
11-12 20:10:24,0,0.062,99.938,0,0,670359552,63257063424,260243456,2995941376,0,0,0,0,1000,410,0,0,0,99,159,0,3221221376,10,9,0,1,0
11-12 20:10:25,0,0.063,99.937,0,0,670359552,63257063424,260243456,2995941376,0,0,0,0,760,334,0,0,0,108,187,0,3221221376,10,9,0,1,0
11-12 20:10:26,0.062,0.125,99.813,0,0,670359552,63257063424,260243456,2995941376,0,0,0,0,943,898,0,0,0,102,161,0,3221221376,10,9,0,1,0
11-12 20:10:27,0,0.063,99.937,0,0,670359552,63257063424,260243456,2995941376,0,32768,0,4,246,334,0,0,0,99,179,0,3221221376,10,9,0,1,0
11-12 20:10:28,1.064,0.375,98.498,0.063,0,672747520,63254675456,260243456,2995949568,0,81920,0,14,4872,4252,0,0,0,698,665,0,3221221376,10,10,0,1,0
11-12 20:10:29,0.375,0.438,99.187,0,0,675540992,63251877888,260243456,2995949568,0,147456,0,10,6022,5065,0,0,0,618,734,0,3221221376,10,10,0,1,0
11-12 20:10:30,1,0.312,98.688,0,0,671645696,63255773184,260243456,2995945472,0,0,0,0,1959,2665,0,0,0,664,588,0,3221221376,10,9,0,1,0
11-12 20:10:31,0,0.062,99.938,0,0,671645696,63255773184,260243456,2995945472,0,0,0,0,520,350,0,0,0,88,154,0,3221221376,10,9,0,1,0
11-12 20:10:32,0,0.125,99.875,0,0,671629312,63255789568,260243456,2995945472,0,0,0,0,1545,624,0,0,0,121,216,0,3221221376,10,9,0,0,0
11-12 20:10:33,0,0.063,99.937,0,0,671612928,63255805952,260243456,2995945472,0,1523712,0,338,254,454,0,0,0,259,183,0,3221221376,10,9,0,0,0
11-12 20:10:34,0.562,0.437,99.001,0,0,675303424,63252115456,260243456,2995945472,0,90112,0,4,3978,3628,0,0,0,547,475,0,3221221376,10,10,0,0,0
11-12 20:10:35,0.688,0.313,98.999,0,0,672260096,63255158784,260243456,2995945472,0,0,0,0,11174,5092,0,0,0,670,655,0,3221221376,10,10,0,0,0
11-12 20:10:36,39.487,26.220,34.293,0,0,931614720,62995804160,260243456,2995953664,0,0,0,0,2741,2457,0,0,0,3463,2092506,0,3221221376,10,10,0,0,0
11-12 20:10:37,65.253,6.862,27.885,0,0,1346859008,62580793344,260243456,2995720192,0,0,0,0,528,350,0,0,0,6518,256734,0,3221221376,10,10,0,0,0
11-12 20:10:38,0,0.125,99.875,0,0,1346859008,62580793344,260243456,2995720192,0,0,0,0,665,350,0,0,0,89,150,0,3221221376,10,10,0,0,0
