"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-12.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node12_128.110.153.164_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:47 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:47,1.098,0.162,98.728,0.013,0,583294976,63603425280,281841664,2707251200,3314.495,783469.086,0.256,5.786,0,0,37.918,55.760,48.138,932.412,1342.355,0,3221221376,6,8,0,1,0
11-12 20:09:48,0,0.062,99.938,0,0,583139328,63603576832,281841664,2707271680,0,0,0,0,888,970,0,0,0,86,129,0,3221221376,6,8,0,1,0
11-12 20:09:49,0,0.125,99.875,0,0,583139328,63603576832,281841664,2707271680,0,0,0,0,710,334,0,0,0,104,164,0,3221221376,6,8,0,1,0
11-12 20:09:50,0.062,0.062,99.875,0,0,583131136,63603585024,281841664,2707271680,0,0,0,0,366,334,0,0,0,63,103,0,3221221376,6,8,0,1,0
11-12 20:09:51,0,0.063,99.937,0,0,583131136,63603585024,281841664,2707271680,0,0,0,0,1221,334,0,0,0,78,119,0,3221221376,6,8,0,1,0
11-12 20:09:52,0,0.063,99.937,0,0,583131136,63603585024,281841664,2707271680,0,0,0,0,306,394,0,0,0,63,105,0,3221221376,6,8,0,1,0
11-12 20:09:53,0.062,0.125,99.813,0,0,583122944,63603593216,281841664,2707271680,0,131072,0,6,545,334,0,0,0,102,160,0,3221221376,6,8,0,1,0
11-12 20:09:54,0,0.125,99.875,0,0,582995968,63603720192,281841664,2707271680,0,0,0,0,306,350,0,0,0,85,127,0,3221221376,6,8,0,1,0
11-12 20:09:55,0,0.063,99.937,0,0,582995968,63603720192,281841664,2707271680,0,0,0,0,425,334,0,0,0,63,103,0,3221221376,6,8,0,1,0
11-12 20:09:56,0,0.125,99.875,0,0,582995968,63603720192,281841664,2707271680,0,0,0,0,366,334,0,0,0,63,101,0,3221221376,6,8,0,1,0
11-12 20:09:57,0.062,0.062,99.875,0,0,582995968,63603720192,281841664,2707271680,0,1900544,0,376,647,334,0,0,0,269,142,0,3221221376,6,8,0,1,0
11-12 20:09:58,0,0.125,99.875,0,0,582995968,63603720192,281841664,2707271680,0,0,0,0,306,350,0,0,0,68,105,0,3221221376,6,8,0,0,0
11-12 20:09:59,0,0.062,99.875,0.062,0,583004160,63603712000,281841664,2707271680,0,24576,0,4,305,334,0,0,0,96,145,0,3221221376,6,8,0,0,0
11-12 20:10:00,0.062,0.062,99.875,0,0,583004160,63603712000,281841664,2707271680,0,0,0,0,246,342,0,0,0,61,103,0,3221221376,6,8,0,0,0
11-12 20:10:01,0,0.125,99.875,0,0,583004160,63603712000,281841664,2707271680,0,0,0,0,922,334,0,0,0,91,149,0,3221221376,6,8,0,0,0
11-12 20:10:02,0.063,0.125,99.812,0,0,583262208,63603449856,281845760,2707271680,0,81920,0,8,426,334,0,0,0,171,221,0,3221221376,6,8,0,0,0
11-12 20:10:03,0,0.063,99.937,0,0,583262208,63603449856,281845760,2707271680,0,417792,0,100,365,342,0,0,0,124,115,0,3221221376,6,8,0,0,0
11-12 20:10:04,0,0.125,99.875,0,0,583127040,63603585024,281845760,2707271680,0,0,0,0,426,402,0,0,0,94,134,0,3221221376,6,8,0,0,0
11-12 20:10:05,0,0.125,99.875,0,0,583127040,63603585024,281845760,2707271680,0,0,0,0,1187,334,0,0,0,94,147,0,3221221376,6,8,0,0,0
11-12 20:10:06,0,0.125,99.875,0,0,583127040,63603585024,281845760,2707271680,0,0,0,0,486,334,0,0,0,66,103,0,3221221376,6,8,0,0,0
11-12 20:10:07,0,0.063,99.937,0,0,583127040,63603585024,281845760,2707271680,0,0,0,0,707,334,0,0,0,66,103,0,3221221376,6,8,0,0,0
11-12 20:10:08,0.062,0.062,99.813,0.062,0,583127040,63603585024,281845760,2707271680,0,98304,0,4,760,334,0,0,0,80,120,0,3221221376,6,8,0,0,0
