"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-3.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node3_128.110.153.108_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:48 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:48,4.219,0.395,95.378,0.008,0,641826816,66188001280,72384512,447180800,60683.374,3133918.188,2.930,11.090,0,0,147.452,202.643,176.769,3881.339,3014.061,0,3221221376,6,8,42,0,0
11-12 20:09:49,0,0.125,99.875,0,0,641376256,66188447744,72384512,447193088,0,0,0,0,365,1058,0,0,0,82,138,0,3221221376,6,8,41,0,0
11-12 20:09:50,0,0.063,99.937,0,0,641376256,66188447744,72384512,447193088,0,0,0,0,828,408,0,0,0,73,109,0,3221221376,6,8,41,0,0
11-12 20:09:51,0.062,0.062,99.875,0,0,641376256,66188447744,72384512,447193088,0,0,0,0,759,334,0,0,0,78,121,0,3221221376,6,8,40,0,0
11-12 20:09:52,0.062,0.062,99.875,0,0,641384448,66188439552,72384512,447193088,0,0,0,0,306,408,0,0,0,103,172,0,3221221376,6,8,40,0,0
11-12 20:09:53,0,0.063,99.937,0,0,641384448,66188439552,72384512,447193088,0,0,0,0,485,556,0,0,0,74,115,0,3221221376,6,8,42,0,0
11-12 20:09:54,0,0.125,99.813,0.062,0,641376256,66188439552,72392704,447193088,0,131072,0,6,366,556,0,0,0,80,114,0,3221221376,6,8,42,0,0
11-12 20:09:55,0,0.063,99.937,0,0,641376256,66188439552,72392704,447193088,0,0,0,0,365,424,0,0,0,63,105,0,3221221376,6,8,43,0,0
11-12 20:09:56,0,0.062,99.938,0,0,641376256,66188439552,72392704,447193088,0,0,0,0,648,704,0,0,0,95,145,0,3221221376,6,8,43,0,0
