"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.solr8-3.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output node1_128.110.153.193_solrj::rf4_s1_cluster2_dstat.csv",,,,"Date:","11 Dec 2019 20:09:47 MST"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","79","80","81","int","csw","used","free","lis","act","syn","tim","clo"
11-12 20:09:47,9.401,0.448,90.115,0.036,0,4798955520,55700389888,325791744,6265860096,3325.462,3054234.684,0.257,10.461,0,0,173.561,185.321,157.721,4044.686,4751.873,0,3221221376,11,28,43,4,0
11-12 20:09:48,0,0.125,99.875,0,0,4798803968,55700537344,325791744,6265864192,0,0,0,0,1132,1230,0,0,0,142,226,0,3221221376,11,28,41,4,0
11-12 20:09:49,0,0.063,99.937,0,0,4798803968,55700537344,325791744,6265864192,0,0,0,0,2457,2108,0,0,0,161,269,0,3221221376,11,28,41,4,0
11-12 20:09:50,0,0.062,99.938,0,0,4798803968,55700537344,325791744,6265864192,0,0,0,0,610,726,0,0,0,113,191,0,3221221376,11,28,41,4,0
11-12 20:09:51,0,0.063,99.937,0,0,4798779392,55700561920,325791744,6265864192,0,0,0,0,1697,884,0,1,0,159,267,0,3221221376,11,28,41,4,0
11-12 20:09:52,0,0.063,99.937,0,0,4798779392,55700561920,325791744,6265864192,0,131072,0,6,1534,1412,0,0,0,138,237,0,3221221376,11,28,41,4,0
11-12 20:09:53,0,0.125,99.875,0,0,4798779392,55700561920,325791744,6265864192,0,0,0,0,1713,1506,0,0,0,148,230,0,3221221376,11,28,41,4,0
11-12 20:09:54,0,0.062,99.938,0,0,4798779392,55700561920,325791744,6265864192,0,0,0,0,748,1136,0,0,0,122,201,0,3221221376,11,28,42,4,0
11-12 20:09:55,0,0.063,99.937,0,0,4798779392,55700561920,325791744,6265864192,0,0,0,0,669,728,0,0,0,125,211,0,3221221376,11,28,42,4,0
11-12 20:09:56,0,0.125,99.875,0,0,4798779392,55700561920,325791744,6265864192,0,0,0,0,2458,2182,0,0,0,175,291,0,3221221376,11,28,43,4,0
